nbGenes = 40;
preference = [[0 64 61 37 34 23 2 51 32 35 40 88 32 57 89 25 12 13 58 76 52 85 47 53 45 57 44 14 1 74 67 44 54 67 22 3 37 55 43 42 ]
[36 0 56 72 50 77 63 73 10 78 48 48 77 58 20 83 10 19 66 9 86 64 89 75 14 78 43 76 83 62 44 39 3 91 32 73 88 88 47 87 ]
[50 34 0 26 42 64 71 0 95 49 36 72 43 93 26 12 51 26 76 54 89 90 15 79 70 92 5 1 99 33 48 71 76 28 12 3 71 78 63 70 ]
[35 75 22 0 16 28 17 12 38 69 84 25 39 61 25 83 67 89 68 72 80 40 86 54 89 62 96 99 5 84 2 83 35 87 98 72 11 46 66 74 ]
[47 40 89 46 0 40 83 38 73 6 43 0 50 45 13 23 37 79 69 26 11 14 35 73 81 21 28 92 83 22 80 23 37 95 80 7 27 58 55 65 ]
[97 6 56 30 36 0 49 78 67 66 7 76 30 52 92 64 82 2 81 18 61 40 72 25 67 31 89 52 52 16 38 21 94 38 62 72 8 85 72 55 ]
[97 65 46 91 84 36 0 27 68 8 88 54 62 4 80 46 87 97 64 78 69 30 50 4 32 48 41 15 83 96 76 35 21 74 98 54 43 80 65 54 ]
[18 13 25 7 50 19 87 0 9 54 66 7 1 52 28 30 39 83 62 6 62 16 25 53 32 22 23 36 94 56 40 85 66 69 93 12 97 91 69 60 ]
[85 41 61 32 4 67 19 73 0 73 59 23 72 29 41 54 35 30 54 64 93 76 81 15 4 50 82 42 49 55 0 10 45 6 95 41 33 91 5 74 ]
[76 97 64 71 10 16 17 68 9 0 21 46 5 83 53 6 89 73 11 20 42 49 21 85 65 70 33 50 15 45 61 77 73 62 34 35 41 66 34 29 ]
[29 33 90 64 94 13 45 80 83 27 0 61 56 67 90 61 52 18 66 37 38 54 25 75 79 18 57 70 66 22 39 80 33 27 24 80 1 24 84 43 ]
[69 49 50 30 4 2 53 64 32 59 31 0 20 95 7 37 2 89 82 5 52 8 18 53 23 8 0 5 51 69 6 37 41 7 36 78 83 24 91 99 ]
[90 96 17 74 7 90 82 27 42 22 89 55 0 86 79 50 99 23 73 41 56 44 65 28 93 0 3 43 27 92 81 3 31 29 3 92 5 77 78 13 ]
[25 80 98 80 4 64 10 98 4 58 68 16 82 0 4 7 9 91 74 37 9 97 78 38 84 56 27 71 13 33 58 52 15 81 32 76 40 28 33 39 ]
[49 48 39 2 22 71 6 24 41 69 86 37 54 95 0 36 86 17 58 26 36 98 57 29 42 39 32 68 26 6 56 3 15 15 85 36 45 39 64 11 ]
[37 91 92 31 36 20 15 16 53 66 49 18 42 70 14 0 49 81 65 48 88 62 27 61 67 2 35 69 96 53 70 72 68 61 88 1 10 65 66 70 ]
[55 26 7 18 57 5 89 88 77 81 0 20 89 54 54 53 0 45 36 34 78 70 14 5 97 81 20 73 32 57 94 73 33 30 58 71 75 19 87 89 ]
[38 55 28 42 72 92 63 35 25 40 31 10 32 28 2 67 19 0 75 73 84 81 22 72 80 46 50 81 60 66 89 36 54 62 37 9 8 61 9 42 ]
