nbGenes = 20;
preference = [[0 56 63 79 45 94 90 41 96 82 14 39 18 49 76 85 62 76 81 0 ]
[46 0 67 53 37 28 40 56 65 71 2 70 1 30 37 91 60 28 80 20 ]
[24 50 0 55 30 91 75 69 98 16 15 7 50 34 74 7 77 86 83 43 ]
[75 35 78 0 41 3 6 4 81 20 33 77 71 73 2 47 71 53 93 85 ]
[69 18 35 7 0 38 23 7 90 1 35 45 89 45 78 6 34 76 43 66 ]
[7 61 89 63 63 0 93 0 9 69 27 49 61 81 90 0 78 19 37 63 ]
[65 15 62 46 90 11 0 18 98 74 99 5 29 5 76 21 84 26 22 89 ]
[42 99 78 19 14 94 34 0 38 66 5 99 87 68 55 45 37 34 73 56 ]
[44 56 87 77 0 20 61 98 0 36 98 63 66 16 53 51 59 60 28 65 ]
[67 74 72 58 80 3 36 37 50 0 61 20 19 54 99 72 67 29 36 6 ]
[53 74 48 57 69 47 86 47 70 66 0 66 18 29 28 42 55 57 26 10 ]
[97 95 85 39 25 93 99 96 59 95 15 0 94 67 73 96 86 71 60 80 ]
[10 30 58 71 13 98 21 24 27 60 53 57 0 85 37 41 74 99 41 48 ]
[84 1 53 95 71 95 50 40 23 85 93 82 93 0 48 68 37 16 36 41 ]
[15 53 69 80 77 84 20 62 37 92 86 46 24 99 0 40 86 14 4 21 ]
[45 84 62 82 39 36 34 61 81 49 87 92 93 7 86 0 78 92 87 30 ]
[48 5 57 16 56 92 6 96 48 67 53 3 84 85 3 92 0 2 78 90 ]
[31 5 21 61 3 44 87 87 47 89 53 24 62 33 56 21 97 0 60 24 ]
[18 5 35 34 37 15 42 61 27 27 81 64 80 1 86 87 67 82 0 31 ]
[62 61 51 32 47 4 99 39 4 28 96 15 37 63 41 81 76 46 43 0 ]
];
