nbGenes = 20;
preference = [[0 73 38 33 32 42 13 0 74 88 45 74 50 52 84 63 11 1 5 27 ]
[80 0 12 33 31 36 61 52 86 5 30 61 10 57 53 29 59 27 31 74 ]
[95 78 0 53 73 10 35 51 90 77 7 36 47 37 23 78 47 73 57 82 ]
[94 95 26 0 75 88 70 11 71 29 46 82 1 68 17 78 32 85 30 35 ]
[75 2 76 47 0 30 69 3 10 30 41 4 28 95 98 48 31 74 53 62 ]
[56 59 22 37 44 0 68 63 77 60 65 80 70 63 88 43 70 59 34 57 ]
[16 29 49 81 11 66 0 70 27 28 6 59 28 59 40 62 98 73 12 93 ]
[0 82 88 16 22 83 49 0 63 71 30 62 16 89 80 71 43 47 13 79 ]
[97 78 45 65 94 24 29 29 0 26 87 67 72 58 58 49 67 99 2 40 ]
[15 48 28 4 55 82 99 12 40 0 61 87 17 94 36 6 46 14 24 72 ]
[29 89 37 10 47 32 22 11 84 20 0 7 35 81 37 97 24 30 89 56 ]
[25 36 39 37 87 75 6 56 61 95 5 0 31 92 47 96 28 30 86 33 ]
[6 71 71 9 88 63 2 14 19 99 77 15 0 56 71 13 30 49 24 96 ]
[99 41 26 32 64 1 91 0 77 2 27 57 19 0 58 9 67 67 0 86 ]
[46 41 4 81 84 38 65 79 58 65 34 87 44 75 0 8 41 11 7 93 ]
[83 14 65 6 1 76 60 10 27 21 87 41 28 90 35 0 2 32 19 19 ]
[38 51 80 75 12 75 67 40 78 56 72 33 48 39 79 5 0 88 5 68 ]
[51 86 99 35 89 21 86 33 22 88 85 28 68 12 37 29 35 0 45 29 ]
[45 75 14 95 76 62 99 34 31 7 45 77 53 71 84 63 9 24 0 79 ]
[74 95 61 82 31 52 18 33 3 59 86 33 89 2 6 70 26 29 92 0 ]
];
