nbGenes = 50;
preference = [[0 35 31 8 21 40 28 64 80 62 28 23 0 95 29 29 37 77 39 25 39 1 51 38 68 82 11 81 95 42 5 86 99 87 85 39 10 72 66 13 45 25 9 9 55 8 85 91 87 39 ]
[19 0 17 4 68 96 17 98 6 87 36 10 81 41 37 48 96 79 60 10 33 11 97 77 17 28 81 81 48 29 1 14 48 68 35 43 94 3 92 25 11 39 59 72 59 82 16 70 76 45 ]
[74 52 0 21 87 29 69 20 74 73 45 31 39 97 53 10 92 97 62 38 3 89 10 78 65 33 73 85 68 62 18 13 45 34 37 77 76 50 93 46 45 65 56 67 32 21 83 48 22 41 ]
[36 60 71 0 31 25 69 86 18 70 18 65 3 10 32 68 19 43 85 57 35 12 91 39 99 62 32 52 47 2 66 67 9 60 77 40 36 15 50 39 29 56 67 8 69 82 50 16 77 93 ]
[12 1 97 20 0 19 95 65 75 63 45 67 42 13 33 93 47 16 28 58 86 78 6 57 23 5 54 31 26 53 11 20 84 79 82 37 80 23 9 12 5 96 47 70 65 28 68 82 73 61 ]
[26 13 21 72 96 0 27 37 37 76 3 61 97 63 1 51 31 90 80 96 35 78 65 82 20 31 40 42 9 52 26 37 5 72 27 9 65 89 45 64 96 4 75 44 83 23 38 84 3 57 ]
[78 76 39 48 27 53 0 64 87 35 15 57 31 80 59 49 31 32 46 70 97 85 0 36 91 74 61 40 40 63 41 51 83 96 95 66 33 88 95 31 50 48 1 44 30 20 48 71 73 7 ]
[54 91 55 76 72 18 8 0 30 84 32 87 35 41 83 20 25 15 61 49 81 60 39 70 96 54 39 55 28 19 30 79 79 33 31 84 17 43 83 43 7 72 89 50 97 11 49 47 37 28 ]
[76 43 9 29 28 65 24 77 0 23 94 78 72 71 35 49 30 58 98 25 79 32 71 64 8 66 16 61 67 53 88 58 36 96 53 11 0 16 50 52 85 73 82 41 20 31 6 35 78 48 ]
[1 53 89 31 59 37 1 16 62 0 55 0 61 19 26 85 28 28 59 36 6 9 38 45 51 36 89 95 3 42 78 95 30 38 35 45 8 2 70 86 50 90 85 37 67 24 36 92 49 4 ]
[50 45 65 9 26 87 66 8 62 67 0 33 85 87 3 28 99 96 2 2 41 45 42 23 72 4 89 86 94 88 77 41 68 23 11 52 16 22 49 51 72 14 47 39 3 29 34 86 10 72 ]
