nbGenes = 20;
preference = [[0 62 51 23 86 58 38 33 73 80 60 55 94 17 76 16 70 6 31 59 ]
[46 0 21 62 67 42 78 58 96 13 56 24 91 73 30 1 39 46 60 94 ]
[98 37 0 27 60 10 98 37 42 8 57 69 78 52 58 27 21 90 25 6 ]
[24 93 32 0 4 80 81 23 18 51 73 36 96 64 54 51 35 0 29 41 ]
[83 9 94 23 0 34 89 42 98 6 72 13 50 33 20 15 90 16 77 76 ]
[33 25 79 33 4 0 66 55 26 40 8 64 85 44 8 61 76 43 2 41 ]
[30 42 93 65 99 30 0 7 53 30 80 16 24 9 75 13 79 62 34 47 ]
[62 95 82 87 69 11 52 0 10 95 71 36 38 32 79 33 65 16 54 21 ]
[51 24 49 68 49 30 30 13 0 98 43 64 6 89 89 59 14 43 24 26 ]
[4 38 0 65 93 94 39 15 54 0 9 90 79 9 84 30 18 93 36 38 ]
[19 84 92 43 18 6 70 25 69 35 0 97 87 35 94 78 60 74 86 27 ]
[48 75 93 53 90 84 87 37 62 70 16 0 87 58 6 17 3 9 51 55 ]
[8 99 92 99 67 44 29 59 30 76 96 44 0 7 33 8 44 64 48 98 ]
[79 55 32 88 18 12 43 71 73 71 37 45 52 0 9 81 50 86 73 63 ]
[54 25 38 95 12 95 92 14 86 57 27 8 86 35 0 90 60 56 7 26 ]
[80 26 92 37 75 52 94 34 49 14 80 23 25 73 90 0 93 47 90 15 ]
[3 84 59 86 45 33 62 49 76 82 12 75 93 39 89 99 0 56 62 1 ]
[74 86 22 63 26 6 95 52 53 32 59 41 83 19 65 76 69 0 34 19 ]
[95 3 8 37 12 54 23 90 58 79 42 48 41 76 1 31 36 15 0 61 ]
[19 43 27 94 55 31 7 65 52 2 81 47 52 71 24 33 37 43 20 0 ]
];
