nbGenes = 20;
preference = [[0 3 17 45 17 86 19 58 41 9 78 72 84 60 98 20 47 50 84 86 ]
[52 0 24 89 11 93 43 9 68 75 34 82 47 7 6 99 30 60 45 73 ]
[81 87 0 34 97 87 9 33 76 47 47 88 8 45 50 25 71 62 95 23 ]
[43 14 20 0 67 77 95 20 19 95 28 89 11 38 64 43 49 99 91 21 ]
[57 75 40 84 0 74 52 95 83 77 59 92 44 16 44 4 91 20 70 94 ]
[49 28 86 98 74 0 97 92 33 28 40 87 3 70 15 5 81 11 36 96 ]
[0 6 95 53 78 74 0 97 11 26 77 13 93 49 74 17 78 15 49 26 ]
[8 36 79 70 85 16 46 0 4 56 96 75 12 59 12 73 26 6 18 9 ]
[12 19 54 52 90 23 98 83 0 62 64 43 36 99 21 83 74 5 93 23 ]
[34 42 74 82 48 37 13 24 1 0 86 74 91 84 7 95 46 59 38 19 ]
[8 98 44 43 38 26 29 3 62 70 0 84 54 70 95 42 11 68 5 90 ]
[49 17 33 37 41 26 62 34 49 3 24 0 18 83 27 41 96 22 66 15 ]
[94 62 28 13 28 81 87 58 75 38 69 83 0 9 49 93 20 45 78 78 ]
[63 78 23 38 55 53 9 55 18 24 97 58 97 0 27 1 1 42 36 46 ]
[44 90 27 77 41 55 26 72 84 54 11 75 12 5 0 96 38 90 64 58 ]
[37 15 45 22 72 65 87 36 6 68 62 74 13 95 3 0 10 67 60 90 ]
[32 41 33 95 20 44 83 77 73 4 19 38 43 72 78 24 0 21 56 39 ]
[56 89 1 2 55 47 11 23 89 0 76 30 64 43 26 21 89 0 57 41 ]
[63 94 45 20 14 20 13 36 29 33 7 34 98 70 7 92 30 37 0 14 ]
[87 35 58 91 4 88 96 27 39 21 21 91 14 60 68 19 9 36 56 0 ]
];
