nbGenes = 40;
preference = [[0 88 12 97 91 6 57 93 32 49 37 38 3 77 92 44 21 75 39 11 33 59 0 38 68 16 37 44 88 4 82 87 34 73 38 71 31 54 88 6 ]
[59 0 91 69 89 23 60 15 3 85 69 74 88 14 97 63 12 70 4 24 64 73 57 58 81 90 87 97 36 28 47 87 61 17 40 37 77 21 57 51 ]
[38 41 0 31 71 62 18 41 24 77 43 45 29 24 27 84 14 72 18 59 18 43 49 47 34 86 58 25 45 60 98 64 91 89 51 81 0 57 9 63 ]
[46 63 68 0 19 36 85 31 90 19 27 70 77 57 51 34 63 46 89 55 28 31 44 96 36 48 91 58 10 73 12 6 37 63 82 76 99 22 6 9 ]
[37 49 62 47 0 56 9 87 49 36 96 76 57 60 71 55 73 68 85 2 81 91 30 72 76 75 11 81 28 39 28 6 17 11 29 29 89 35 39 99 ]
[43 69 15 53 50 0 34 7 4 68 80 3 24 3 72 72 59 74 46 90 42 84 28 59 23 27 48 6 36 56 68 25 3 29 64 73 37 77 9 66 ]
[86 49 69 33 43 71 0 19 96 31 16 71 25 13 76 3 78 6 14 93 18 35 42 90 33 61 66 62 5 55 28 90 90 62 92 68 71 27 8 88 ]
[51 50 5 6 62 38 45 0 38 41 70 59 0 75 35 30 12 94 86 12 56 95 25 24 34 41 48 22 74 17 63 68 19 13 73 54 12 52 82 78 ]
[90 93 69 39 83 17 84 41 0 38 59 9 75 51 75 62 49 22 36 48 73 52 5 69 66 99 38 57 79 50 2 62 71 10 87 99 51 97 28 70 ]
[49 32 53 3 80 1 46 40 37 0 75 83 91 76 28 36 12 0 29 47 44 94 23 46 45 65 69 14 13 5 97 56 21 76 73 51 7 59 77 40 ]
[25 44 28 48 1 14 61 30 63 91 0 64 30 73 76 73 39 11 7 19 9 9 33 43 8 23 32 3 49 93 80 96 26 49 19 18 80 91 95 20 ]
[98 67 14 30 34 32 3 95 4 39 73 0 33 26 85 75 87 67 86 36 97 43 47 76 67 91 10 56 84 58 32 51 28 28 93 22 42 24 54 94 ]
[81 18 11 41 99 74 82 71 77 72 47 96 0 52 52 85 3 29 16 7 5 33 22 9 7 72 39 50 49 83 9 13 73 50 98 1 91 57 59 2 ]
[52 38 6 78 83 35 24 69 87 71 42 63 78 0 28 21 71 29 34 21 42 62 83 96 59 46 79 65 11 30 9 75 45 6 31 7 67 12 85 56 ]
[85 24 49 21 45 21 55 19 4 40 94 27 14 57 0 84 21 85 95 55 7 71 33 66 56 78 69 89 88 91 88 97 63 25 43 20 48 18 5 98 ]
[98 28 14 86 59 33 85 8 17 90 80 65 23 56 46 0 62 11 43 88 17 72 36 37 4 43 96 62 1 5 64 68 87 79 90 94 52 36 17 42 ]
[1 6 34 78 84 43 38 37 59 45 1 19 81 97 43 55 0 48 17 54 90 74 0 25 26 94 13 1 88 26 64 53 6 53 99 56 39 93 88 51 ]
[6 58 3 10 80 42 17 76 36 72 86 59 81 45 62 41 35 0 42 11 41 72 82 16 37 67 85 72 0 60 90 78 97 4 63 23 72 10 42 35 ]
[30 62 58 23 39 88 48 32 11 96 49 85 61 98 86 79 41 64 0 13 43 30 98 83 60 33 63 63 48 28 6 49 74 61 54 63 21 41 90 52 ]
[95 93 47 80 63 42 3 58 2 82 49 53 96 21 7 69 19 82 39 0 35 79 90 64 25 48 5 96 5 9 93 3 56 97 58 8 21 93 53 33 ]
[87 12 53 19 31 85 14 24 58 1 49 2 2 45 26 96 7 5 53 89 0 31 65 25 47 58 54 54 2 81 11 15 35 1 84 29 30 80 85 62 ]
[69 9 99 19 13 98 23 48 84 91 89 84 18 66 17 0 11 95 14 81 37 0 28 27 72 71 30 87 37 4 12 18 41 89 57 44 61 72 14 22 ]
[15 96 94 43 75 96 17 67 25 57 24 48 9 35 61 5 51 90 67 2 97 52 0 47 57 81 29 25 21 71 42 20 93 19 76 15 36 54 14 82 ]
