nbGenes = 100;
preference = [[0 75 0 30 78 92 50 72 71 69 64 38 66 65 7 6 94 99 28 37 92 17 61 34 29 35 74 19 45 36 2 32 84 68 13 28 46 68 86 97 84 5 59 52 79 32 93 44 59 1 14 18 99 54 44 59 44 33 15 44 72 82 46 0 45 67 25 73 93 11 43 97 34 0 36 71 20 58 87 70 73 19 5 38 65 29 7 55 12 80 70 51 42 34 15 17 32 32 76 66 ]
[11 0 19 86 6 7 30 11 25 28 10 80 57 34 37 61 75 21 88 10 92 93 60 52 32 89 32 92 67 46 5 24 7 70 62 28 74 81 23 84 87 2 74 58 52 76 42 73 34 13 37 64 31 73 71 19 99 40 95 32 73 75 80 29 22 13 68 17 73 38 46 43 97 72 46 27 48 64 44 62 52 76 95 80 71 8 30 37 67 23 30 1 94 49 31 10 31 14 38 87 ]
[90 67 0 94 21 99 28 28 79 67 89 97 14 15 88 48 94 32 80 35 62 10 69 16 80 10 25 99 23 2 17 8 58 88 82 0 83 31 74 35 3 80 23 99 32 87 55 58 24 53 94 53 57 29 49 38 46 27 84 72 59 26 66 17 25 36 51 82 19 23 78 24 34 53 63 25 20 59 92 53 93 42 34 77 39 82 41 36 55 81 63 88 98 29 74 9 55 34 59 57 ]
[14 38 15 0 6 61 2 72 54 36 57 20 15 18 72 38 28 43 3 69 75 25 4 4 8 82 2 76 82 76 71 21 99 12 14 76 91 85 29 28 99 67 50 68 32 2 6 79 23 28 33 91 24 88 76 29 18 13 92 34 61 29 32 41 90 69 95 20 84 50 28 10 59 55 58 57 18 89 96 51 92 68 87 76 89 22 66 94 87 92 56 46 97 53 67 76 18 69 36 14 ]
[4 3 38 70 0 23 50 24 82 29 72 84 38 18 70 0 67 53 62 13 29 64 10 81 47 81 80 94 2 11 68 95 63 48 99 8 51 12 33 69 19 28 23 94 74 79 12 71 21 78 28 67 97 12 61 71 49 10 69 78 21 62 52 88 98 85 56 80 54 31 57 45 74 71 41 27 36 70 99 1 66 70 76 93 19 60 98 23 38 63 41 89 99 55 22 47 80 65 2 40 ]
[99 3 98 99 4 0 19 23 73 19 1 70 53 31 44 98 58 84 24 24 59 45 59 81 8 6 23 11 88 62 5 34 68 11 16 44 92 17 7 39 30 32 59 88 21 10 59 16 95 48 48 49 57 27 0 92 14 50 19 75 26 36 26 40 89 53 20 97 91 55 96 69 22 6 95 16 43 82 45 50 22 44 65 47 86 90 23 81 58 66 69 0 42 44 60 11 59 90 97 46 ]
[69 88 13 58 85 31 0 35 43 2 71 50 89 2 37 96 46 8 16 58 39 6 1 85 49 86 90 19 59 48 81 89 86 42 57 23 31 45 4 21 8 0 99 46 91 88 30 36 15 89 57 22 40 10 23 66 26 27 9 84 79 64 20 4 17 7 94 51 11 56 91 38 34 94 66 3 36 44 81 83 49 2 66 61 10 45 3 47 75 12 75 91 72 5 53 98 6 83 18 56 ]
[88 60 26 30 43 57 73 0 62 61 32 51 7 64 77 98 44 73 14 69 46 36 90 5 55 6 52 42 29 75 80 57 8 51 60 27 81 26 73 40 75 47 74 82 59 11 45 73 51 47 55 17 60 76 49 21 41 53 29 48 76 55 0 45 9 67 69 81 43 61 96 27 12 44 63 32 48 53 28 12 6 24 43 48 48 70 14 18 76 19 60 92 59 60 89 65 96 84 17 21 ]
[79 76 76 91 60 10 91 99 0 83 73 3 15 21 39 86 4 23 55 3 41 88 23 81 98 79 78 55 3 93 77 89 73 61 36 67 96 17 14 53 30 33 2 87 2 61 12 84 39 44 31 38 12 84 58 76 12 12 26 21 50 67 76 63 49 26 84 24 39 77 46 62 99 43 60 81 35 31 58 20 54 86 77 11 37 73 96 17 41 25 63 66 6 86 43 16 0 12 27 20 ]
[59 97 40 27 31 76 87 35 68 0 46 97 94 89 52 16 24 52 74 40 94 38 42 28 47 46 36 38 79 77 1 63 8 91 16 29 61 75 24 33 71 93 6 50 69 52 80 27 61 94 65 34 91 64 52 66 16 96 52 46 93 15 96 91 53 98 93 21 84 19 60 23 68 65 91 17 61 8 53 95 71 6 38 75 8 44 81 11 0 9 2 48 36 58 77 48 82 27 4 71 ]
[48 9 69 38 12 85 30 95 22 71 0 30 1 48 45 52 77 20 60 71 79 69 99 96 17 66 25 87 94 4 18 50 45 19 79 89 37 98 15 92 96 14 28 45 97 20 71 75 13 86 40 97 45 78 64 82 71 60 43 6 16 45 56 72 88 37 40 89 11 12 91 42 72 93 26 31 23 74 80 57 35 51 75 3 77 93 4 66 94 56 76 54 54 94 22 90 33 93 21 9 ]
[90 12 56 52 63 77 45 94 48 88 52 0 70 18 90 70 52 81 95 60 27 63 32 0 23 87 68 45 83 99 61 1 19 26 39 34 87 54 63 62 46 43 56 39 70 21 84 92 54 1 55 54 80 97 31 91 36 72 92 84 46 88 41 87 5 23 76 41 17 75 91 84 68 66 66 89 48 77 99 87 56 32 48 60 21 31 83 93 35 84 43 92 99 31 16 57 98 30 88 62 ]
[28 93 50 1 17 94 62 10 45 77 2 15 0 35 92 79 90 32 0 61 20 29 16 76 42 18 11 3 90 90 47 89 28 19 21 79 74 63 31 42 71 34 56 57 11 67 63 24 43 76 71 81 40 82 48 5 10 19 74 0 12 13 50 66 10 60 81 42 24 86 73 82 63 50 68 51 19 79 78 87 37 64 85 81 15 29 65 9 37 58 23 28 15 14 0 66 44 70 74 95 ]
[28 3 16 2 22 8 49 45 93 89 63 83 36 0 67 50 84 63 24 29 21 1 72 32 9 50 84 66 99 42 33 96 92 38 3 56 30 37 42 96 66 48 79 84 67 35 17 36 57 80 95 66 92 7 58 21 10 14 90 65 60 86 18 82 7 12 47 15 93 78 10 67 94 50 95 91 71 99 4 37 21 79 7 13 17 5 80 19 80 30 48 94 81 39 39 55 86 84 15 87 ]
[76 32 81 83 67 15 34 16 48 86 14 52 71 43 0 2 57 67 98 63 33 74 58 32 86 46 32 30 69 44 43 37 18 35 51 54 77 10 73 3 79 94 17 25 24 79 18 22 91 8 94 70 50 48 75 70 1 43 80 23 6 53 59 2 82 18 44 23 4 1 54 2 42 66 74 10 7 39 16 0 60 53 96 93 1 79 91 56 15 21 43 85 70 37 11 50 1 17 62 23 ]
[15 73 57 33 13 0 63 67 4 83 96 88 88 84 46 0 72 66 31 78 5 99 94 1 13 7 41 44 4 93 62 46 42 10 63 11 9 53 87 55 87 26 26 57 57 1 45 53 19 95 61 76 18 66 33 82 68 11 48 8 75 60 49 16 36 76 90 93 56 99 53 38 35 49 92 3 92 40 11 16 26 97 3 71 67 49 38 43 43 99 16 53 64 45 13 56 60 71 35 34 ]
[90 58 26 49 87 35 86 55 15 75 59 47 25 62 56 46 0 44 24 85 79 79 40 7 61 79 41 42 27 99 18 11 66 0 51 66 1 6 83 79 1 82 36 84 21 2 11 12 22 54 20 14 96 48 77 64 70 4 2 55 60 19 18 12 49 84 74 79 77 24 55 91 24 27 45 80 8 25 4 64 39 73 71 22 65 20 4 52 65 22 56 7 70 62 1 78 85 49 65 12 ]
[26 99 45 58 39 1 34 6 81 72 93 31 64 11 3 37 19 0 51 29 69 62 83 62 8 6 95 41 53 33 49 3 78 12 55 90 71 79 47 65 65 78 75 41 13 64 76 90 23 93 93 53 51 88 94 23 10 68 9 8 13 43 12 96 57 6 50 51 50 54 4 65 42 95 28 17 14 34 94 6 58 43 75 4 64 15 63 61 46 93 21 94 3 78 13 42 55 35 8 72 ]
[67 52 2 45 93 81 81 45 29 19 41 22 17 52 43 29 36 99 0 23 4 91 17 22 91 10 20 61 31 31 47 79 79 71 10 74 51 95 63 43 50 85 45 5 3 74 69 3 25 87 24 57 96 93 83 59 79 52 59 32 30 2 29 7 62 93 0 81 23 1 92 11 88 19 17 67 76 77 51 64 93 30 99 36 13 17 88 70 0 24 31 34 83 79 41 2 98 78 91 68 ]
[91 35 22 46 92 72 60 27 25 51 98 47 1 50 43 29 63 62 2 0 44 51 77 55 76 71 82 53 84 55 91 38 3 40 55 66 76 21 65 30 56 45 2 90 29 2 29 49 73 93 42 72 8 94 5 10 0 3 34 61 56 66 26 42 87 65 43 33 33 19 87 52 81 50 58 84 62 23 94 69 15 18 84 44 46 88 76 25 61 7 32 27 33 17 82 42 92 48 81 61 ]
[59 20 62 66 5 19 91 57 5 92 42 82 94 19 90 62 76 95 92 45 0 99 80 63 27 94 21 85 9 61 68 55 6 23 41 0 0 27 31 31 28 47 8 22 26 27 61 42 48 72 28 18 12 13 33 68 88 61 40 40 88 42 64 23 43 1 11 25 7 17 62 86 60 1 7 25 75 10 49 18 38 82 46 12 33 58 1 12 37 56 13 20 97 42 68 66 44 4 34 88 ]
[82 55 24 2 33 46 63 52 54 35 66 31 52 19 57 49 42 54 78 42 71 0 71 8 58 17 89 97 81 23 57 35 80 77 23 76 54 92 9 33 39 28 3 76 25 17 69 41 54 96 26 46 41 48 46 86 74 97 51 89 70 43 82 50 53 15 51 98 23 5 23 72 7 33 38 99 48 36 13 96 33 55 51 29 60 33 79 60 90 62 74 90 2 41 17 65 22 77 98 12 ]
[86 2 81 51 87 47 88 26 9 39 96 11 81 52 44 90 6 31 79 43 13 72 0 96 48 26 90 88 91 87 35 50 3 66 19 98 30 86 67 37 98 50 2 91 11 93 17 86 92 30 91 76 21 3 53 2 62 21 58 16 61 20 46 47 12 37 14 14 82 81 97 62 34 70 3 58 91 60 79 78 47 63 94 68 50 57 68 55 70 7 7 37 74 11 47 28 49 62 66 0 ]
[77 44 86 60 87 9 16 56 24 67 84 90 5 98 55 42 49 40 96 68 75 27 66 0 51 9 96 51 53 17 76 12 54 26 62 48 15 1 15 34 32 96 22 5 0 65 62 75 51 74 23 93 64 56 72 77 8 65 86 3 75 26 87 29 15 15 51 11 71 16 75 34 62 95 94 11 16 75 81 3 27 95 13 66 93 27 67 89 40 32 92 37 43 99 76 2 81 67 87 93 ]
[15 92 34 62 4 77 35 35 54 66 24 23 3 1 45 3 34 79 29 16 87 15 14 60 0 36 35 64 68 26 99 28 75 2 56 58 76 46 43 96 33 7 92 64 76 55 88 20 59 13 66 68 95 1 28 0 71 58 33 87 53 13 52 1 99 19 19 79 79 69 79 75 25 48 16 50 26 64 4 68 24 37 17 19 53 41 26 8 25 3 43 14 58 91 43 10 1 16 29 86 ]
[75 63 82 96 14 59 42 76 96 58 81 40 69 75 4 25 79 17 62 64 68 87 29 24 55 0 14 61 78 97 47 79 66 42 47 93 83 85 42 66 64 1 82 67 84 74 16 62 61 75 33 14 19 20 83 97 16 72 40 25 66 73 77 75 73 81 14 45 15 57 85 77 99 84 50 72 65 65 41 33 50 92 78 99 66 53 67 16 63 11 2 67 26 9 34 18 32 84 27 2 ]
[9 16 72 97 43 54 55 1 7 77 12 37 72 72 89 33 73 98 42 29 53 83 92 5 18 64 0 2 16 46 8 11 91 23 30 84 40 66 73 38 48 93 25 80 6 69 13 95 18 37 57 81 47 11 25 87 22 61 9 34 47 46 33 84 12 36 82 57 66 14 35 12 90 30 10 96 97 12 15 53 97 28 69 63 25 42 45 45 57 83 19 94 57 70 53 35 36 51 7 35 ]
[97 97 82 6 86 62 3 7 62 74 63 5 96 20 35 53 78 46 24 20 42 96 95 27 9 69 29 0 13 47 4 52 46 20 0 71 72 13 66 26 68 21 30 18 60 57 76 6 60 91 39 16 60 90 9 27 9 38 72 12 85 99 64 10 44 26 91 2 39 98 23 57 62 26 84 42 84 90 34 41 34 92 52 64 53 19 64 35 15 33 81 28 17 72 40 66 76 90 34 11 ]
[15 43 53 66 22 69 87 18 0 67 63 37 19 30 31 33 43 33 32 76 60 39 60 39 43 17 39 95 0 60 77 41 18 2 54 27 43 11 36 67 55 49 19 49 92 13 84 23 26 16 17 78 80 65 35 1 11 35 1 62 96 19 7 75 6 30 74 43 40 68 93 11 19 33 11 52 51 15 27 36 73 23 89 25 11 16 55 80 36 84 71 71 96 84 80 80 42 50 66 87 ]
[34 25 36 8 75 11 9 13 32 6 64 5 75 90 68 83 36 99 13 8 90 25 53 24 19 27 63 6 9 0 8 65 12 99 14 46 62 83 24 86 66 51 32 23 85 58 25 33 49 84 23 68 24 50 27 18 92 42 41 69 30 32 76 10 93 15 59 82 66 99 10 77 88 59 46 48 55 51 41 53 58 68 19 12 87 38 76 15 54 88 17 8 89 78 33 82 64 23 18 57 ]
[78 94 78 63 34 41 59 1 7 59 37 30 22 34 48 82 68 9 96 49 62 23 87 98 55 7 28 80 58 2 0 66 10 50 98 92 68 68 35 59 26 49 62 37 47 9 56 3 3 62 64 2 42 65 93 33 89 3 97 76 54 7 44 59 22 56 94 67 16 77 2 66 24 40 85 99 43 59 84 75 39 79 44 75 50 34 34 72 86 93 18 34 45 84 9 76 77 87 28 51 ]
[84 48 57 94 74 10 46 37 26 30 42 8 19 32 1 77 22 3 2 80 46 41 52 41 86 93 12 54 84 75 60 0 24 51 63 9 36 73 0 18 9 73 93 78 6 48 77 32 45 91 81 13 53 21 59 94 58 49 71 99 48 40 52 71 92 47 79 63 39 36 39 97 33 9 92 36 38 15 26 95 68 4 5 36 91 90 17 89 77 67 56 87 84 81 89 44 99 22 87 34 ]
[98 49 35 24 69 86 88 54 45 51 43 41 2 59 89 31 26 5 56 45 49 63 46 13 14 25 13 26 84 70 64 70 0 91 42 84 78 28 14 87 60 66 19 62 4 45 40 92 58 80 38 33 61 58 62 87 77 79 40 88 13 48 17 43 40 64 22 52 46 66 13 0 81 26 88 88 65 1 2 74 67 21 46 8 66 28 47 54 1 95 94 29 12 37 35 3 79 29 57 89 ]
[89 30 61 38 79 79 69 96 17 58 28 54 94 55 39 24 71 36 83 55 37 92 22 81 84 33 66 97 69 3 9 11 30 0 8 8 65 91 0 31 41 10 99 48 4 73 83 20 62 95 61 47 10 98 38 26 0 89 14 17 68 43 73 92 82 71 43 14 65 62 89 48 55 24 96 8 38 48 68 59 43 25 63 50 64 21 67 76 74 70 34 76 93 64 9 0 32 16 7 40 ]
[20 45 12 23 64 39 31 15 61 3 78 2 63 31 60 25 15 53 29 65 49 57 59 94 97 69 25 72 55 71 11 98 98 59 0 70 6 4 52 27 67 32 25 23 10 30 17 30 28 6 15 11 86 8 27 54 80 10 98 10 31 60 61 22 63 67 51 21 50 85 67 37 57 52 94 78 22 69 9 49 32 91 13 98 24 26 81 17 37 55 21 57 38 5 21 90 11 1 42 97 ]
[98 38 16 0 84 68 11 24 90 34 30 31 5 69 79 90 86 64 53 83 13 27 51 18 89 26 48 96 28 13 68 57 57 62 67 0 60 97 26 8 61 42 64 62 19 76 10 42 86 66 5 62 63 16 84 30 45 36 27 28 5 84 12 29 79 44 67 18 33 30 66 81 30 84 51 44 9 84 44 9 84 98 79 19 5 51 82 23 5 25 71 78 97 86 27 84 39 10 98 66 ]
[60 28 60 41 33 19 36 27 65 41 56 79 85 72 63 95 24 18 51 72 70 20 2 25 31 69 2 37 31 5 19 24 13 18 75 58 0 17 42 81 9 71 61 23 86 8 34 48 4 48 86 16 22 88 94 53 65 23 18 16 45 60 14 27 35 26 85 14 65 54 71 70 47 69 98 85 25 50 11 60 13 72 72 2 80 86 33 14 87 96 13 76 82 5 10 41 31 87 50 18 ]
[96 32 71 9 27 67 19 37 46 10 21 74 67 61 95 12 42 87 76 97 83 9 4 16 20 32 18 81 82 84 7 86 30 13 86 52 84 0 49 97 57 1 89 3 2 74 67 21 72 50 95 46 44 55 35 70 80 42 93 21 72 51 40 72 91 61 9 33 61 60 6 87 57 37 60 85 80 87 73 2 55 38 4 34 83 29 97 74 77 90 73 5 19 28 55 64 24 31 35 16 ]
[42 1 87 54 80 80 45 43 16 5 12 25 45 33 61 67 90 92 47 93 97 97 60 41 10 68 16 72 82 95 93 5 30 20 40 97 31 11 0 90 72 49 46 57 58 98 43 42 61 11 11 79 34 13 91 86 4 1 86 44 64 59 10 99 64 12 94 80 67 41 20 79 25 21 93 67 65 56 45 39 51 14 7 52 35 87 9 48 68 1 60 42 56 30 83 73 97 95 16 18 ]
[57 72 33 97 18 58 61 35 83 73 43 69 9 27 99 88 67 49 41 81 73 67 78 19 1 3 26 95 53 37 54 1 67 47 53 82 20 78 6 0 5 9 57 67 85 0 51 71 10 47 24 81 64 27 61 21 0 57 61 77 25 89 97 7 15 39 26 10 25 38 86 10 95 36 20 21 64 6 74 27 76 70 2 27 10 42 50 58 10 47 12 99 61 33 81 95 49 26 40 92 ]
[38 3 93 90 94 39 6 26 53 26 49 13 24 44 26 23 96 97 50 93 94 60 8 83 93 63 17 44 60 73 89 2 65 52 92 7 69 68 82 93 0 82 19 26 88 45 32 29 87 89 6 57 74 97 93 49 10 45 51 26 70 92 39 46 42 10 35 12 88 94 60 4 60 72 98 11 80 91 11 13 26 60 47 39 46 9 55 74 97 39 54 85 24 62 94 59 49 29 40 3 ]
[39 13 15 43 67 8 66 29 90 2 79 65 98 95 15 30 53 12 48 58 62 58 32 25 88 47 98 3 79 81 3 54 85 68 13 73 71 2 98 28 71 0 14 41 59 63 27 31 93 53 94 46 87 43 61 74 10 69 72 90 55 42 44 81 69 48 76 70 63 11 24 49 67 60 11 69 58 27 45 71 60 63 29 69 73 26 45 38 60 56 52 31 34 4 46 36 73 90 46 75 ]
[89 65 34 91 24 87 77 74 33 41 79 27 0 5 33 54 42 83 54 23 18 22 95 66 11 2 8 23 41 19 37 91 80 75 81 63 44 84 62 10 75 97 0 16 85 32 98 30 44 55 96 6 63 63 87 58 95 55 82 73 31 24 76 51 37 9 11 65 87 2 3 10 24 49 37 29 18 8 92 37 18 89 96 44 76 49 23 87 89 64 16 61 23 47 3 73 43 2 21 7 ]
[73 77 69 28 49 59 72 72 37 67 31 46 88 50 32 95 15 17 34 55 2 87 39 91 48 61 87 9 20 57 20 47 2 9 50 28 16 7 20 22 3 24 1 0 7 99 62 59 19 84 11 79 56 31 47 4 42 36 80 73 78 28 18 42 83 96 79 50 32 42 53 27 52 57 0 95 99 22 84 20 34 5 38 45 14 64 32 50 41 76 81 0 6 94 42 46 68 31 1 87 ]
[64 80 13 13 57 68 44 57 3 13 51 57 94 8 95 36 46 1 67 20 95 24 18 87 70 4 50 68 38 94 91 40 24 41 36 92 20 83 71 7 34 57 61 6 0 44 22 84 67 71 84 61 94 35 7 67 53 98 85 21 66 53 75 28 28 18 47 28 41 18 84 39 98 12 10 18 91 52 97 7 44 71 57 93 14 12 2 10 2 98 85 93 53 46 60 76 4 95 29 31 ]
[47 24 93 80 70 64 53 23 42 91 16 75 1 61 93 0 57 67 73 9 70 88 63 82 24 86 38 0 15 19 32 9 31 67 91 46 24 46 61 13 82 90 37 73 76 0 53 21 49 40 16 2 7 81 83 76 29 43 85 60 24 99 62 17 0 76 32 57 88 46 97 30 51 68 9 84 51 95 93 78 71 97 68 77 21 42 88 32 79 25 47 48 58 56 10 34 3 99 1 46 ]
[35 47 20 90 28 75 1 36 98 26 57 60 53 61 31 68 89 86 12 97 71 36 1 97 11 13 46 10 72 46 27 38 82 42 94 1 42 4 39 26 34 67 17 15 70 7 0 3 26 67 89 23 13 53 45 64 86 96 94 44 36 83 61 55 64 89 3 94 25 93 78 38 50 32 59 49 83 54 99 71 32 83 92 76 71 51 62 62 51 72 65 89 99 39 83 79 27 67 46 86 ]
[36 61 23 13 60 73 94 21 44 27 32 33 38 72 17 18 81 0 14 69 32 9 57 66 7 96 86 54 43 96 50 23 97 73 31 85 86 87 8 61 27 30 7 45 97 58 62 0 79 73 37 64 40 70 97 20 18 90 23 77 61 1 18 83 66 41 86 15 60 49 70 18 94 46 17 7 66 39 52 98 52 31 48 56 63 57 11 28 73 51 92 31 51 99 1 82 26 34 34 98 ]
[15 68 31 73 32 55 21 61 46 26 51 21 68 68 68 34 59 35 58 54 87 81 87 31 56 75 67 40 55 58 77 32 45 84 77 20 76 6 93 67 77 31 19 9 38 72 52 95 0 27 19 13 13 12 5 88 13 64 62 88 7 23 32 16 86 93 42 17 42 61 31 74 82 96 97 79 23 94 88 55 53 82 52 82 6 89 18 80 6 92 92 85 30 77 28 28 16 79 10 93 ]
[91 50 44 33 8 46 25 37 83 3 60 1 65 99 36 5 97 5 31 60 69 66 79 34 82 42 63 5 28 36 15 11 66 96 5 95 29 12 9 34 80 54 64 60 34 48 72 58 89 0 82 7 47 36 90 46 2 76 28 93 39 32 60 43 76 13 15 86 63 29 63 77 48 67 60 15 91 68 59 85 40 86 65 99 1 95 88 87 67 30 20 74 83 91 96 58 60 87 83 70 ]
[15 51 13 53 45 71 52 11 1 16 73 13 77 81 0 73 56 49 90 22 50 26 58 2 54 95 26 79 72 51 79 69 44 26 46 99 72 42 42 26 3 49 71 88 71 1 59 65 10 66 0 34 47 73 63 29 71 32 81 60 51 37 46 2 8 73 29 17 98 45 18 56 48 56 64 96 0 60 85 44 87 95 35 49 55 54 12 66 90 93 27 32 12 51 30 96 27 67 77 41 ]
[84 86 12 8 23 16 87 38 83 89 30 99 86 92 13 78 38 32 39 18 37 40 59 31 34 56 82 18 63 80 41 79 93 28 55 85 69 89 6 73 80 52 91 93 17 85 18 85 88 78 97 0 70 27 82 14 74 53 55 52 45 2 46 74 10 88 33 78 82 35 13 58 64 23 83 6 87 51 55 59 61 43 30 46 1 44 32 75 41 39 97 53 77 14 41 78 88 93 95 47 ]
[30 97 28 73 52 22 49 5 64 68 48 86 94 91 60 47 53 69 12 70 95 72 68 35 70 96 12 16 97 78 15 8 85 32 49 23 26 4 4 12 8 8 30 94 79 69 51 10 73 53 9 46 0 19 28 53 79 89 51 19 1 97 57 88 40 51 56 0 72 72 42 92 85 35 46 89 14 6 74 58 81 62 20 74 98 7 25 18 78 82 69 14 37 14 55 3 6 10 71 2 ]
[21 19 15 34 68 92 7 98 50 99 52 50 34 33 45 2 43 44 3 27 22 18 40 36 30 15 53 2 58 61 41 69 43 72 41 15 92 89 25 59 98 85 67 88 50 47 57 56 46 12 50 14 12 0 3 97 87 18 20 17 55 13 5 5 96 34 56 80 75 97 79 16 50 10 77 28 81 79 45 60 75 87 57 78 22 52 72 67 11 22 40 69 23 16 51 39 19 74 96 53 ]
