nbGenes = 30;
preference = [[0 94 6 78 8 48 89 64 17 10 37 18 5 30 19 61 90 36 17 15 91 14 43 69 46 46 73 24 59 70 ]
[69 0 48 99 35 17 7 6 4 59 65 63 19 1 52 87 77 50 89 93 59 66 76 24 3 8 50 44 26 44 ]
[38 2 0 63 49 27 57 12 64 72 81 92 71 54 42 69 42 74 68 56 63 66 45 29 0 77 62 36 99 0 ]
[51 51 2 0 74 0 18 58 10 76 28 78 84 81 71 83 35 31 21 35 72 94 79 73 66 91 93 51 21 14 ]
[87 41 98 88 0 46 9 29 97 81 9 49 53 28 59 73 33 21 83 82 21 96 30 20 33 29 68 15 14 3 ]
[21 49 14 23 85 0 84 36 81 7 53 81 36 99 27 7 77 69 83 70 32 96 97 33 56 53 32 28 28 39 ]
[21 58 30 64 39 91 0 72 61 54 61 10 50 26 6 81 16 46 62 64 6 70 0 75 20 88 54 53 76 47 ]
[81 30 44 80 66 56 86 0 40 63 79 13 40 25 61 18 90 77 35 29 57 4 57 22 68 25 9 52 86 58 ]
[42 87 89 73 13 84 5 53 0 20 54 9 79 52 83 32 65 78 72 69 31 34 87 82 56 68 10 6 0 76 ]
[81 91 22 97 44 44 61 26 2 0 77 49 44 87 53 57 84 70 43 3 42 64 16 53 13 68 33 89 22 94 ]
[93 71 83 66 49 81 81 82 92 98 0 26 39 47 93 96 57 18 89 4 57 61 66 4 0 80 80 6 34 83 ]
[67 63 25 24 42 40 37 61 23 72 89 0 85 96 58 93 50 78 23 17 33 88 3 42 63 98 21 36 76 44 ]
[78 43 68 70 3 78 1 30 61 42 9 14 0 34 34 33 65 46 33 82 44 86 10 0 58 51 32 63 46 0 ]
[27 91 98 87 83 61 7 53 59 14 43 15 70 0 34 60 87 72 28 50 80 28 53 18 20 24 42 89 66 32 ]
[42 9 37 81 0 48 96 76 27 78 43 42 65 70 0 3 31 87 42 59 99 51 20 23 62 54 95 47 57 62 ]
[53 70 20 49 26 27 11 10 63 58 16 63 46 83 55 0 69 4 33 60 43 85 4 96 3 19 38 50 1 93 ]
[99 10 18 9 2 59 35 14 83 40 73 67 54 93 25 18 0 2 21 15 10 56 66 39 55 0 9 56 48 10 ]
[56 52 97 0 28 30 0 1 45 86 58 43 51 32 69 93 0 0 2 76 58 72 99 3 80 59 79 87 87 75 ]
[21 90 24 34 37 39 45 96 68 89 59 67 19 36 97 7 4 86 0 48 66 98 39 93 70 7 17 30 78 26 ]
[6 40 31 80 88 41 10 36 66 65 36 53 14 41 38 90 78 32 85 0 56 80 77 85 14 95 3 24 87 39 ]
[27 33 77 0 86 88 2 34 62 19 55 4 98 80 76 91 66 40 26 59 0 24 35 35 85 58 5 55 20 83 ]
[13 49 46 87 84 80 68 86 71 15 38 88 11 39 51 17 22 0 55 26 44 0 1 25 8 97 90 71 1 77 ]
[39 2 89 0 9 7 57 13 83 98 71 40 98 7 85 84 32 35 73 85 87 37 0 6 34 62 52 32 99 51 ]
[91 5 22 72 62 8 21 24 15 70 20 41 85 89 22 97 94 97 49 84 4 83 61 0 4 32 65 83 96 74 ]
[52 16 25 16 15 85 43 69 52 68 15 65 93 49 33 83 45 17 88 44 71 93 13 91 0 0 21 25 69 57 ]
[83 71 8 16 17 1 23 59 7 9 96 70 22 93 4 73 85 50 51 38 55 68 57 3 46 0 60 31 72 89 ]
[90 39 58 12 12 63 47 35 74 66 12 5 88 69 17 35 51 2 92 12 54 53 14 43 70 16 0 32 84 10 ]
[9 8 34 51 44 73 64 42 69 75 81 93 69 19 91 16 49 70 5 78 98 58 31 77 15 90 14 0 71 8 ]
[47 79 80 36 82 72 47 68 74 27 77 8 75 10 34 72 57 58 51 80 16 83 13 49 81 33 49 56 0 5 ]
[60 80 8 3 40 97 70 92 18 45 24 73 33 9 85 61 22 16 90 24 57 34 46 44 71 83 38 42 78 0 ]
];
