nbGenes = 20;
preference = [[0 92 33 20 96 97 79 18 2 98 94 90 4 7 68 85 47 25 7 0 ]
[90 0 9 60 10 21 61 91 51 22 78 68 3 54 95 22 81 59 78 49 ]
[5 12 0 96 63 71 32 8 58 83 82 52 59 45 63 1 91 30 91 69 ]
[76 47 44 0 34 48 84 39 24 82 75 1 26 26 32 52 67 12 30 91 ]
[90 94 73 48 0 42 94 57 53 83 84 87 98 9 79 76 22 41 59 40 ]
[51 43 85 63 65 0 30 15 65 37 20 43 58 13 71 62 51 91 83 66 ]
[43 51 98 23 27 43 0 36 50 2 60 99 27 94 59 2 6 58 50 95 ]
[30 71 1 27 50 45 55 0 4 42 68 76 76 93 95 57 86 72 36 66 ]
[72 83 0 4 78 89 84 87 0 66 92 3 69 81 91 59 84 34 93 93 ]
[81 38 2 91 29 34 13 1 43 0 86 89 53 98 35 5 70 12 19 0 ]
[93 52 23 86 88 63 94 20 1 53 0 91 74 40 12 84 66 73 70 1 ]
[79 13 14 55 84 62 23 35 95 93 54 0 21 99 99 88 85 86 73 56 ]
[40 53 58 81 35 53 10 4 68 2 16 40 0 57 34 50 52 48 42 42 ]
[64 33 39 39 56 25 50 95 18 27 33 32 14 0 24 50 45 21 31 71 ]
[70 95 10 12 55 55 9 64 55 67 25 69 60 79 0 83 80 81 73 3 ]
[14 93 68 0 76 53 42 60 62 10 8 39 31 72 71 0 55 81 42 26 ]
[32 76 36 54 69 15 41 33 24 88 7 86 77 82 73 41 0 53 7 82 ]
[51 19 66 33 69 76 34 42 89 53 32 20 66 16 9 17 30 0 35 50 ]
[97 23 58 10 38 15 98 66 93 0 34 80 37 51 71 64 28 20 0 10 ]
[56 55 9 90 64 52 95 99 42 9 4 20 89 39 4 91 62 93 18 0 ]
];
