nbGenes = 20;
preference = [[0 13 99 71 31 58 69 61 2 24 95 73 96 63 87 57 61 14 75 31 ]
[69 0 11 36 25 40 29 29 81 3 21 29 77 8 1 10 55 21 34 94 ]
[21 64 0 43 65 87 4 43 48 91 11 83 75 55 4 76 89 14 77 81 ]
[0 30 11 0 37 8 77 91 63 78 62 1 33 33 68 88 36 39 31 67 ]
[81 67 24 65 0 93 80 62 82 64 67 86 53 44 43 51 87 88 41 44 ]
[42 5 44 69 82 0 42 97 90 67 88 92 24 99 79 95 79 77 30 8 ]
[38 45 35 96 0 96 0 31 59 51 84 99 86 81 65 16 12 71 52 9 ]
[35 12 3 78 77 40 66 0 1 23 88 69 30 60 56 68 98 24 49 88 ]
[40 65 52 42 2 57 59 72 0 76 31 45 17 72 15 46 74 3 51 12 ]
[64 99 7 76 78 53 20 72 58 0 31 1 94 87 1 30 38 73 44 74 ]
[34 96 4 31 52 19 62 78 78 32 0 62 2 13 73 71 18 27 60 52 ]
[2 81 65 63 33 72 68 51 51 55 50 0 79 3 24 81 50 77 74 38 ]
[46 98 27 17 4 51 67 8 36 91 84 28 0 76 13 23 21 6 58 97 ]
[90 75 77 71 82 22 58 9 73 60 15 59 27 0 69 52 35 19 74 82 ]
[85 48 27 37 46 73 33 6 26 39 37 27 15 49 0 47 72 2 90 50 ]
[5 18 5 61 45 2 94 40 80 34 37 91 36 86 29 0 56 61 30 45 ]
[45 32 9 88 29 31 68 67 49 64 10 21 0 38 55 29 0 87 64 8 ]
[50 37 19 29 61 13 37 26 24 73 4 80 61 20 62 84 29 0 39 37 ]
[91 9 26 23 2 90 44 56 7 58 96 60 22 93 56 7 12 57 0 25 ]
[82 7 58 14 63 90 14 12 6 37 93 97 19 97 15 75 22 26 23 0 ]
];
