nbGenes = 20;
preference = [[0 2 45 51 24 73 44 59 74 30 90 47 95 43 83 99 39 56 76 10 ]
[81 0 71 32 71 62 20 8 99 30 1 14 73 7 28 40 57 74 34 41 ]
[97 87 0 91 10 23 34 69 64 86 34 58 54 2 54 8 70 45 54 99 ]
[5 43 11 0 30 53 19 1 1 93 67 98 53 20 93 96 2 11 98 97 ]
[49 98 20 12 0 1 51 46 84 44 79 65 53 16 78 82 78 9 81 11 ]
[45 21 61 5 89 0 97 21 1 69 60 44 84 22 32 26 15 24 3 36 ]
[37 10 91 22 87 51 0 66 52 81 48 80 93 27 11 44 91 76 3 77 ]
[80 74 27 62 99 34 4 0 88 17 3 69 60 84 39 6 47 99 45 68 ]
[6 58 45 84 3 2 51 43 0 54 51 71 8 9 73 34 51 52 82 67 ]
[18 68 67 52 3 56 61 48 58 0 45 59 7 67 50 84 31 38 9 89 ]
[97 80 32 66 56 4 81 77 77 98 0 49 11 83 74 54 76 53 64 46 ]
[58 96 18 14 33 80 92 19 45 82 52 0 66 81 59 47 44 93 75 54 ]
[5 44 28 52 37 10 34 77 30 80 7 99 0 47 81 28 29 90 83 58 ]
[80 47 59 58 38 95 38 42 58 39 99 87 54 0 98 25 76 10 69 56 ]
[2 18 82 56 94 18 72 36 22 1 73 70 4 27 0 58 72 40 44 78 ]
[4 55 68 24 86 63 11 3 69 48 44 48 18 44 54 0 35 97 60 71 ]
[40 68 99 86 58 8 80 17 95 82 36 50 19 23 44 4 0 4 76 27 ]
[22 3 88 12 90 93 2 84 53 0 75 43 6 87 51 16 69 0 12 5 ]
[52 57 61 1 75 41 77 54 31 5 67 14 93 42 4 49 51 41 0 48 ]
[23 54 21 23 27 96 96 64 29 95 67 45 73 13 24 84 82 61 97 0 ]
];
