nbGenes = 20;
preference = [[0 4 71 98 17 69 77 48 97 16 34 26 28 90 42 77 48 19 69 62 ]
[50 0 53 88 95 26 82 48 42 17 66 43 29 42 90 66 63 9 2 91 ]
[51 2 0 61 52 2 90 94 45 90 72 16 82 55 17 32 50 5 36 52 ]
[28 98 97 0 59 27 25 2 2 35 93 64 39 72 3 64 93 76 48 44 ]
[70 11 86 28 0 26 26 20 10 65 26 53 2 27 15 39 25 78 80 4 ]
[86 0 8 37 1 0 3 89 49 75 57 88 72 84 72 95 45 98 98 43 ]
[18 15 0 37 50 78 0 62 73 61 64 78 36 93 13 63 36 84 77 20 ]
[83 7 5 36 82 43 70 0 97 50 15 41 66 38 94 93 36 80 78 58 ]
[13 37 20 42 94 94 93 10 0 87 93 24 64 86 89 51 1 18 92 43 ]
[28 61 10 79 46 91 78 16 7 0 84 57 50 60 99 79 65 67 55 22 ]
[4 50 78 64 49 40 34 81 86 61 0 99 94 39 81 21 49 65 37 74 ]
[62 90 74 20 25 65 95 46 63 81 69 0 96 93 48 97 27 52 41 40 ]
[91 25 79 41 91 4 62 8 71 78 70 36 0 54 28 46 81 34 47 12 ]
[97 51 88 12 87 75 90 42 91 60 74 83 85 0 72 48 36 27 73 87 ]
[60 40 22 75 82 84 70 73 50 72 5 95 85 51 0 8 17 73 82 84 ]
[74 86 71 98 38 45 0 86 19 88 35 22 13 86 32 0 70 79 32 63 ]
[30 67 89 90 20 34 56 80 15 17 71 47 57 19 99 3 0 85 85 25 ]
[14 6 83 44 49 46 64 25 41 31 3 99 59 18 35 78 85 0 59 14 ]
[51 75 9 61 41 3 67 60 91 29 62 52 28 60 6 21 51 19 0 9 ]
[98 73 23 92 59 47 50 48 79 78 1 89 64 15 49 72 31 63 81 0 ]
];
