nbGenes = 30;
preference = [[0 52 81 92 13 99 6 43 34 20 9 35 86 43 45 33 5 56 19 67 72 82 61 72 18 6 35 8 90 14 ]
[48 0 31 94 27 49 41 3 75 78 77 4 85 74 27 97 15 98 87 4 79 49 74 20 98 8 2 85 15 79 ]
[19 69 0 50 25 10 56 47 89 73 90 78 59 72 33 16 1 20 40 51 62 83 48 68 11 90 67 31 65 75 ]
[8 6 50 0 56 34 39 51 67 36 64 86 69 58 32 35 0 43 61 27 42 0 8 60 12 59 89 74 81 84 ]
[87 73 75 44 0 26 84 77 53 19 92 30 90 98 61 64 93 63 91 59 79 4 4 67 48 24 46 19 2 72 ]
[1 51 90 66 74 0 12 81 37 25 80 42 63 77 71 76 76 48 38 92 79 62 38 10 71 63 68 27 81 35 ]
[94 59 44 61 16 88 0 61 58 25 51 21 56 3 74 61 49 91 75 43 45 10 57 8 92 28 78 20 19 81 ]
[57 97 53 49 23 19 39 0 77 50 4 82 70 35 42 70 25 78 38 25 50 6 81 44 18 24 71 72 93 64 ]
[66 25 11 33 47 63 42 23 0 63 32 44 32 71 63 17 59 15 48 15 43 67 88 38 59 82 51 59 30 68 ]
[80 22 27 64 81 75 75 50 37 0 34 30 63 45 95 93 47 86 24 70 20 42 78 29 59 49 52 91 52 72 ]
[91 23 10 36 8 20 49 96 68 66 0 89 65 33 64 3 44 3 39 13 77 87 19 66 39 1 94 13 92 79 ]
[65 96 22 14 70 58 79 18 56 70 11 0 21 8 3 29 3 9 60 39 99 66 95 66 54 73 47 85 79 14 ]
[14 15 41 31 10 37 44 30 68 37 35 79 0 16 27 98 93 99 43 90 76 60 75 39 32 53 58 4 55 28 ]
[57 26 28 42 2 23 97 65 29 55 67 92 84 0 17 2 1 6 87 19 76 27 87 38 3 58 87 94 45 6 ]
[55 73 67 68 39 29 26 58 37 5 36 97 73 83 0 18 95 11 62 20 63 13 3 11 89 20 67 93 17 23 ]
[67 3 84 65 36 24 39 30 83 7 97 71 2 98 82 0 64 12 88 48 26 47 14 2 4 14 24 20 19 15 ]
[95 85 99 100 7 24 51 75 41 53 56 97 7 99 5 36 0 0 18 2 56 38 13 1 91 24 26 97 46 68 ]
[44 2 80 57 37 52 9 22 85 14 97 91 1 94 89 88 100 0 84 3 20 80 90 41 48 44 74 86 86 35 ]
[81 13 60 39 9 62 25 62 52 76 61 40 57 13 38 12 82 16 0 3 47 87 48 94 46 38 92 56 13 60 ]
[33 96 49 73 41 8 57 75 85 30 87 61 10 81 80 52 98 97 97 0 43 34 94 56 57 35 13 59 72 11 ]
[28 21 38 58 21 21 55 50 57 80 23 1 24 24 37 74 44 80 53 57 0 98 54 59 34 36 74 78 77 96 ]
[18 51 17 100 96 38 90 94 33 58 13 34 40 73 87 53 62 20 13 66 2 0 32 83 86 36 59 31 41 78 ]
[39 26 52 92 96 62 43 19 12 22 81 5 25 13 97 86 87 10 52 6 46 68 0 99 12 38 33 65 70 85 ]
[28 80 32 40 33 90 92 56 62 71 34 34 61 62 89 98 99 59 6 44 41 17 1 0 31 17 51 19 82 53 ]
[82 2 89 88 52 29 8 82 41 41 61 46 68 97 11 96 9 52 54 43 66 14 88 69 0 32 57 93 26 59 ]
[94 92 10 41 76 37 72 76 18 51 99 27 47 42 80 86 76 56 62 65 64 64 62 83 68 0 82 19 68 53 ]
[65 98 33 11 54 32 22 29 49 48 6 53 42 13 33 76 74 26 8 87 26 41 67 49 43 18 0 78 5 39 ]
[92 15 69 26 81 73 80 28 41 9 87 15 96 6 7 80 3 14 44 41 22 69 35 81 7 81 22 0 24 92 ]
[10 85 35 19 98 19 81 7 70 48 8 21 45 55 83 81 54 14 87 28 23 59 30 18 74 32 95 76 0 65 ]
[86 21 25 16 28 65 19 36 32 28 21 86 72 94 77 85 32 65 40 89 4 22 15 47 41 47 61 8 35 0 ]
];
