nbGenes = 20;
preference = [[0 10 27 76 46 17 95 55 66 94 50 76 55 23 26 14 5 56 19 11 ]
[90 0 61 34 57 94 67 42 3 11 83 64 25 68 57 98 5 93 29 44 ]
[73 39 0 94 82 60 68 84 64 69 36 36 29 60 84 39 28 30 91 56 ]
[24 66 6 0 29 79 59 52 74 60 12 37 3 62 45 12 70 99 80 49 ]
[54 43 18 71 0 26 58 44 10 13 15 53 61 81 35 43 30 59 15 90 ]
[83 6 40 21 74 0 75 48 22 24 11 26 33 18 64 19 60 25 69 68 ]
[5 33 32 41 42 25 0 55 37 85 41 19 92 35 17 41 15 25 55 6 ]
[45 58 16 48 56 52 45 0 85 28 45 65 19 19 10 89 5 85 21 80 ]
[34 97 36 26 90 78 63 15 0 54 70 40 94 13 90 73 43 27 57 32 ]
[6 89 31 40 87 76 15 72 46 0 42 84 57 45 90 47 82 67 72 67 ]
[50 17 64 88 85 89 59 55 30 58 0 11 0 27 38 56 96 58 88 97 ]
[24 36 64 63 47 74 81 35 60 16 89 0 49 14 23 89 51 54 48 34 ]
[45 75 71 97 39 67 8 81 6 43 100 51 0 87 1 30 30 1 74 64 ]
[77 32 40 38 19 82 65 81 87 55 73 86 13 0 93 78 45 23 96 70 ]
[74 43 16 55 65 36 83 90 10 10 62 77 99 7 0 62 87 30 11 22 ]
[86 2 61 88 57 81 59 11 27 53 44 11 70 22 38 0 52 24 77 62 ]
[95 95 72 30 70 40 85 95 57 18 4 49 70 55 13 48 0 44 98 72 ]
[44 7 70 1 41 75 75 15 73 33 42 46 99 77 70 76 56 0 25 50 ]
[81 71 9 20 85 31 45 79 43 28 12 52 26 4 89 23 2 75 0 9 ]
[89 56 44 51 10 32 94 20 68 33 3 66 36 30 78 38 28 50 91 0 ]
];
