nbGenes = 40;
preference = [[0 75 81 36 84 30 33 4 88 27 28 47 74 44 44 67 40 34 67 2 4 86 75 54 10 30 79 42 12 93 23 80 81 7 8 38 29 72 82 44 ]
[25 0 63 36 43 70 23 51 30 64 86 33 13 90 0 60 34 26 21 19 18 48 72 52 69 29 65 44 48 39 80 28 93 10 20 41 53 88 87 57 ]
[19 37 0 81 93 67 41 17 55 71 10 43 30 15 94 52 91 99 55 2 50 13 15 31 84 57 13 44 22 35 38 72 97 31 70 65 47 23 11 63 ]
[64 64 19 0 4 93 22 94 14 71 56 26 49 95 55 33 10 39 3 94 61 74 60 93 58 60 98 13 69 94 12 97 30 27 47 83 75 21 4 27 ]
[16 57 7 96 0 66 16 60 3 95 33 55 58 29 23 76 36 27 16 38 8 51 90 99 67 88 37 55 79 88 35 5 59 63 65 0 63 63 51 86 ]
[70 30 33 7 34 0 42 53 58 90 55 81 93 47 56 57 40 70 66 98 54 95 47 5 92 11 73 68 35 34 25 81 90 4 68 80 56 9 88 93 ]
[67 77 59 78 84 58 0 5 51 71 10 4 90 94 44 3 23 65 92 11 76 46 76 7 56 81 89 79 44 91 26 36 11 47 0 95 80 62 1 36 ]
[96 49 83 6 40 47 95 0 1 53 19 12 97 89 30 67 32 54 89 77 56 77 57 85 6 38 59 15 3 93 61 29 32 62 18 21 14 98 63 10 ]
[12 70 45 86 97 42 49 99 0 37 32 13 45 54 84 50 76 41 48 66 11 70 94 20 48 64 52 84 74 24 27 88 13 67 59 43 7 68 78 5 ]
[73 36 29 29 5 10 29 47 63 0 69 11 57 52 30 65 61 95 10 63 20 91 65 45 51 67 7 7 37 79 5 73 99 38 5 88 84 22 73 55 ]
[72 14 90 44 67 45 90 81 68 31 0 29 68 20 87 98 5 0 54 97 69 31 11 33 79 39 85 53 17 56 63 26 30 30 72 2 11 76 77 7 ]
[53 67 57 74 45 19 96 88 87 89 71 0 43 79 18 40 9 84 56 70 81 62 37 29 80 5 54 3 7 89 68 48 82 18 35 57 56 66 20 52 ]
[26 87 70 51 42 7 10 3 55 43 32 57 0 26 9 97 11 11 34 79 69 15 39 32 63 92 93 98 82 81 24 36 95 11 69 34 71 59 76 9 ]
[56 10 85 5 71 53 6 11 46 48 80 21 74 0 5 41 70 62 32 96 27 34 19 9 2 49 79 92 85 18 88 31 41 71 24 58 73 53 14 29 ]
[56 100 6 45 77 44 56 70 16 70 13 82 91 95 0 3 99 10 44 69 38 92 60 56 40 17 96 69 98 43 98 7 61 42 36 66 19 56 74 18 ]
[33 40 48 67 24 43 97 33 50 35 2 60 3 59 97 0 93 33 38 36 67 8 53 94 6 25 83 29 22 61 28 79 12 17 79 36 69 96 28 48 ]
[60 66 9 90 64 60 77 68 24 39 95 91 89 30 1 7 0 58 20 52 20 83 38 93 72 58 21 53 15 28 24 5 52 80 18 25 30 58 52 7 ]
[66 74 1 61 73 30 35 46 59 5 100 16 89 38 90 67 42 0 9 84 85 80 78 96 45 34 10 67 65 94 61 65 44 74 38 67 63 6 52 47 ]
[33 79 45 97 84 34 8 11 52 90 46 44 66 68 56 62 80 91 0 23 91 18 62 11 93 74 68 36 52 60 74 4 48 71 34 65 45 53 32 84 ]
[98 81 98 6 62 2 89 23 34 37 3 30 21 4 31 64 48 16 77 0 17 0 62 21 29 74 87 86 10 74 57 94 13 41 37 70 26 34 57 65 ]
[96 82 50 39 92 46 24 44 89 80 31 19 31 73 62 33 80 15 9 83 0 13 45 40 76 59 75 53 21 7 9 91 93 96 4 52 9 93 83 68 ]
[14 52 87 26 49 5 54 23 30 9 69 38 85 66 8 92 17 20 82 100 87 0 7 0 75 21 57 65 44 75 93 38 45 58 93 11 4 2 69 63 ]
[25 28 85 40 10 53 24 43 6 35 89 63 61 81 40 47 62 22 38 38 55 93 0 21 74 27 24 43 90 11 9 5 68 4 60 1 31 70 15 55 ]
[46 48 69 7 1 95 93 15 80 55 67 71 68 91 44 6 7 4 89 79 60 100 79 0 17 78 34 87 3 95 35 24 13 74 26 57 88 11 78 17 ]
[90 31 16 42 33 8 44 94 52 49 21 20 37 98 60 94 28 55 7 71 24 25 26 83 0 60 44 29 85 38 23 20 94 26 37 98 50 85 83 55 ]
[70 71 43 40 12 89 19 62 36 33 61 95 8 51 83 75 42 66 26 26 41 79 73 22 40 0 35 10 93 56 58 5 10 92 14 80 18 21 49 10 ]
[21 35 87 2 63 27 11 41 48 93 15 46 7 21 4 17 79 90 32 13 25 43 76 66 56 65 0 97 12 88 34 32 8 75 6 84 20 91 12 54 ]
[58 56 56 87 45 32 21 85 16 93 47 97 2 8 31 71 47 33 64 14 47 35 57 13 71 90 3 0 59 54 7 50 23 17 92 78 39 48 99 2 ]
[88 52 78 31 21 65 56 97 26 63 83 93 18 15 2 78 85 35 48 90 79 56 10 97 15 7 88 41 0 96 74 94 75 45 7 40 80 46 62 35 ]
[7 61 65 6 12 66 9 7 76 21 44 11 19 82 57 39 72 6 40 26 93 25 89 5 62 44 12 46 4 0 44 91 91 39 18 24 26 87 55 17 ]
[77 20 62 88 65 75 74 39 73 95 37 32 76 12 2 72 76 39 26 43 91 7 91 65 77 42 66 93 26 56 0 82 25 95 16 26 27 14 39 1 ]
