nbGenes = 20;
preference = [[0 67 35 30 36 36 65 65 54 84 97 5 49 2 31 33 5 86 89 34 ]
[33 0 32 61 33 5 2 43 32 84 78 50 53 92 56 41 62 60 12 28 ]
[65 68 0 94 23 54 82 61 13 33 36 18 44 0 34 17 31 88 29 31 ]
[70 39 6 0 94 37 64 9 71 70 33 91 14 15 72 54 49 90 72 50 ]
[64 67 77 6 0 70 27 6 75 16 56 88 80 28 83 17 40 59 39 65 ]
[64 95 46 63 30 0 76 62 88 43 72 25 71 70 60 63 9 68 95 95 ]
[35 98 18 36 73 24 0 89 47 5 23 42 52 65 80 55 7 43 47 33 ]
[35 57 39 91 94 38 11 0 98 74 24 20 12 77 45 49 80 0 98 62 ]
[46 68 87 29 25 12 53 2 0 74 52 10 85 70 67 93 49 91 31 64 ]
[16 16 67 30 84 57 95 26 26 0 65 20 99 60 34 64 38 76 57 33 ]
[3 22 64 67 44 28 77 76 48 35 0 82 82 33 25 80 94 34 92 32 ]
[95 50 82 9 12 75 58 80 90 80 18 0 12 9 99 0 13 28 23 19 ]
[51 47 56 86 20 29 48 88 15 1 18 88 0 62 65 19 66 44 39 73 ]
[98 8 100 85 72 30 35 23 30 40 67 91 38 0 30 28 61 56 62 45 ]
[69 44 66 28 17 40 20 55 33 66 75 1 35 70 0 86 75 60 86 69 ]
[67 59 83 46 83 37 45 51 7 36 20 100 81 72 14 0 21 51 25 78 ]
[95 38 69 51 60 91 93 20 51 62 6 87 34 39 25 79 0 71 55 44 ]
[14 40 12 10 41 32 57 100 9 24 66 72 56 44 40 49 29 0 55 0 ]
[11 88 71 28 61 5 53 2 69 43 8 77 61 38 14 75 45 45 0 69 ]
[66 72 69 50 35 5 67 38 36 67 68 81 27 55 31 22 56 100 31 0 ]
];
