nbGenes = 20;
preference = [[0 47 15 97 46 13 85 12 4 1 98 3 52 28 2 88 91 61 20 97 ]
[53 0 51 38 98 98 9 60 68 31 51 13 78 7 40 68 5 12 28 30 ]
[85 49 0 48 6 61 6 22 96 76 59 39 90 19 4 81 22 67 61 31 ]
[3 62 52 0 45 60 95 32 77 27 88 69 43 33 49 15 41 57 31 49 ]
[54 2 94 55 0 81 66 34 51 60 18 53 45 91 1 73 78 2 89 87 ]
[87 2 39 40 19 0 90 66 26 12 49 28 35 85 12 88 31 50 13 38 ]
[15 91 94 5 34 10 0 84 81 94 56 54 69 61 88 42 88 63 2 27 ]
[88 40 78 68 66 34 16 0 34 67 62 93 89 90 29 29 72 96 72 85 ]
[96 32 4 23 49 74 19 66 0 97 30 48 57 78 33 93 76 8 92 60 ]
[99 69 24 73 40 88 6 33 3 0 48 48 88 86 5 44 24 77 21 42 ]
[2 49 41 12 82 51 44 38 70 52 0 76 42 58 92 18 11 11 25 41 ]
[97 87 61 31 47 72 46 7 52 52 24 0 11 12 11 67 33 48 14 56 ]
[48 22 10 57 55 65 31 11 43 12 58 89 0 59 8 37 2 15 19 4 ]
[72 93 81 67 9 15 39 10 22 14 42 88 41 0 65 64 35 29 59 87 ]
[98 60 96 51 99 88 12 71 67 95 8 89 92 35 0 45 58 66 56 29 ]
[12 32 19 85 27 12 58 71 7 56 82 33 63 36 55 0 43 62 64 45 ]
[9 95 78 59 22 69 12 28 24 76 89 67 98 65 42 57 0 70 87 99 ]
[39 88 33 43 98 50 37 4 92 23 89 52 85 71 34 38 30 0 82 93 ]
[80 72 39 69 11 87 98 28 8 79 75 86 81 41 44 36 13 18 0 65 ]
[3 70 69 51 13 62 73 15 40 58 59 44 96 13 71 55 1 7 35 0 ]
];
