nbGenes = 100;
preference = [[0 5 85 0 25 54 75 97 57 21 72 90 95 77 4 55 85 76 95 89 83 57 16 4 76 38 92 95 93 79 12 61 70 29 59 38 70 1 55 53 1 91 95 27 53 89 29 80 67 31 38 99 87 78 72 58 6 50 12 43 18 89 88 10 85 43 31 73 98 21 67 57 78 83 49 63 20 72 52 13 38 27 92 88 31 8 27 81 14 7 14 38 94 75 54 25 92 96 10 92 ]
[95 0 43 84 55 47 13 90 29 78 37 2 4 84 95 63 69 28 38 25 93 80 23 30 67 21 50 1 48 43 21 34 13 44 10 41 72 61 22 25 47 39 89 4 39 4 25 30 61 58 64 75 31 43 94 57 5 4 43 67 34 80 5 79 53 0 83 9 15 24 56 48 83 65 14 48 92 58 69 33 7 89 79 35 0 33 4 89 13 82 65 85 38 13 30 31 28 91 14 33 ]
[15 57 0 81 77 52 23 19 25 85 49 85 76 79 44 21 72 34 84 94 70 67 99 14 49 52 42 29 10 5 16 23 94 53 18 18 95 1 79 98 45 1 6 8 10 70 78 13 31 9 94 6 99 35 13 68 19 13 64 69 42 30 82 8 51 50 93 1 4 50 82 60 75 99 61 14 51 40 12 85 71 34 25 92 90 63 6 87 73 22 89 61 96 38 48 78 86 9 38 0 ]
[100 16 19 0 45 1 20 95 7 71 27 26 85 89 7 88 64 85 82 32 48 73 72 40 61 78 79 7 31 31 25 71 84 72 66 45 82 45 70 26 79 70 42 38 51 79 8 10 39 79 34 56 46 32 63 31 88 93 93 71 59 9 64 39 74 14 56 97 35 56 24 85 1 78 27 91 73 86 49 89 41 82 24 1 6 73 72 28 5 99 73 88 46 6 23 79 77 37 11 52 ]
[75 45 23 55 0 19 2 79 10 21 4 64 41 12 17 67 55 33 10 42 1 97 35 9 99 98 65 72 42 81 60 24 32 89 60 89 48 49 74 72 76 71 11 19 22 27 51 95 31 2 93 15 78 16 30 22 48 73 82 35 45 74 57 68 67 82 30 6 21 95 35 42 6 20 12 8 22 42 92 68 49 86 50 6 75 21 79 45 96 36 3 34 65 13 53 67 39 43 26 87 ]
[46 53 48 99 81 0 94 96 64 94 81 6 29 5 75 23 18 57 28 93 90 23 13 45 53 73 10 48 92 57 29 98 38 65 95 12 37 43 31 83 99 81 84 42 2 53 2 45 97 33 13 80 36 25 9 74 66 31 97 94 52 19 38 50 41 77 64 57 35 61 62 90 91 72 79 8 55 78 55 72 22 45 67 41 36 50 36 41 67 51 34 28 88 13 1 58 73 37 28 57 ]
[25 87 77 80 98 6 0 62 97 26 82 92 48 92 61 57 61 61 18 7 52 7 66 23 52 35 20 16 10 18 42 76 35 26 78 53 89 95 58 53 88 94 83 62 6 22 44 23 69 71 34 88 1 52 21 89 39 76 18 40 94 7 79 35 50 84 22 31 87 21 18 30 58 15 31 52 76 39 98 87 44 48 55 98 62 68 17 31 41 65 99 39 99 7 11 29 81 7 59 73 ]
[3 10 81 5 21 4 38 0 46 68 15 81 53 54 76 72 32 75 38 75 31 56 20 94 91 13 60 64 5 52 73 78 4 54 66 58 77 95 75 76 89 31 19 62 35 50 35 78 45 50 31 95 43 31 53 58 69 94 61 65 73 12 29 81 64 6 29 39 76 12 75 3 9 52 70 2 61 84 95 74 38 16 80 55 40 51 7 45 71 51 87 48 19 26 24 1 96 54 68 40 ]
[43 71 75 93 90 36 3 54 0 16 12 23 92 29 78 87 20 16 98 29 35 31 59 50 1 86 65 94 0 26 28 42 34 25 4 46 26 29 62 2 89 75 84 86 21 19 64 58 91 27 2 67 14 14 35 79 65 40 37 46 21 12 78 24 45 25 16 79 13 29 6 3 65 95 7 93 67 8 16 12 76 99 1 48 0 80 21 37 40 59 82 5 46 28 24 81 82 23 87 88 ]
[79 22 15 29 79 6 74 32 84 0 62 57 26 57 47 83 53 38 98 61 11 19 1 85 90 69 90 79 17 59 8 35 48 99 15 31 84 67 37 16 32 18 46 34 88 56 15 14 44 35 8 75 82 99 45 18 37 48 88 57 72 14 94 15 43 87 46 27 21 66 37 91 32 46 90 92 4 95 13 90 50 3 21 4 50 44 77 49 96 5 90 19 3 3 23 57 51 54 28 13 ]
[28 63 51 73 96 19 18 85 88 38 0 9 26 54 51 33 11 56 77 96 40 67 14 10 62 21 82 20 39 67 17 70 30 35 76 18 99 80 55 7 10 17 16 32 59 75 77 85 10 40 38 15 69 99 57 89 65 53 3 92 68 73 18 17 79 62 97 39 49 44 34 42 87 63 45 51 5 80 97 18 55 5 17 18 36 86 94 2 76 56 36 64 95 45 68 93 18 70 46 82 ]
[10 98 15 74 36 94 8 19 77 43 91 0 12 60 70 60 47 40 93 75 69 37 33 93 16 41 54 15 92 66 40 30 0 75 68 14 15 24 59 0 64 0 11 26 55 45 40 26 19 1 13 38 63 84 44 5 42 45 40 57 77 45 39 84 49 31 62 63 33 83 87 16 11 0 20 81 18 60 89 98 14 62 14 94 56 23 10 97 96 59 72 65 65 61 47 99 74 45 93 31 ]
[5 96 24 15 59 71 52 47 8 74 74 88 0 45 43 66 30 31 41 24 56 98 82 6 60 38 85 85 50 13 4 77 33 35 96 13 5 1 47 46 71 8 15 79 4 27 99 84 78 34 27 89 99 54 33 57 98 99 81 17 40 12 8 26 81 5 30 46 92 1 2 11 20 38 83 77 88 86 33 22 34 40 87 79 2 7 85 27 67 65 70 28 80 43 19 28 79 39 86 74 ]
[23 16 21 11 88 95 8 46 71 43 46 40 55 0 11 29 63 28 44 96 74 79 11 25 86 36 80 41 2 96 82 66 51 24 17 13 92 7 5 49 61 75 13 41 94 94 6 8 81 87 80 79 14 88 8 67 62 88 40 31 38 69 40 20 19 67 56 13 64 15 7 91 34 78 22 87 20 74 31 26 38 47 57 35 22 36 15 60 19 68 13 14 78 73 21 68 1 89 20 84 ]
[96 5 56 93 83 25 39 24 22 53 49 30 57 89 0 17 46 15 86 42 23 67 62 76 51 61 69 56 27 62 50 43 77 72 96 52 20 5 21 71 81 6 55 63 94 21 12 41 24 89 99 46 97 74 88 35 49 72 2 32 35 6 79 38 6 44 78 40 68 26 33 35 6 87 71 64 89 98 6 13 67 22 27 86 92 64 2 33 24 6 83 99 3 16 24 15 48 95 9 6 ]
[45 37 79 12 33 77 43 28 13 17 67 40 34 71 83 0 54 89 13 11 85 64 12 81 54 16 56 41 62 6 39 42 75 21 17 9 30 93 68 64 73 54 98 69 92 1 43 53 32 39 29 45 87 91 1 86 4 22 30 47 24 83 96 68 86 3 4 78 64 19 6 67 84 6 15 8 37 14 49 70 58 4 72 70 50 78 99 43 89 38 82 79 12 22 12 10 53 50 86 32 ]
[15 31 28 36 45 82 39 68 80 47 89 53 70 37 54 46 0 14 53 47 97 59 86 86 55 52 26 59 77 49 0 19 13 27 61 60 12 94 82 98 43 73 19 53 97 19 5 22 48 24 99 37 28 35 57 47 23 53 48 16 93 60 35 78 96 46 47 93 89 77 26 74 59 63 58 36 87 54 41 85 10 37 46 96 79 78 27 46 76 46 54 91 14 97 11 36 70 35 97 16 ]
[24 72 66 15 67 43 39 25 84 62 44 60 69 72 85 11 86 0 61 0 69 96 72 80 85 45 99 91 75 68 77 18 23 69 39 30 11 28 75 21 42 13 47 40 98 35 99 34 15 89 98 55 36 25 27 35 33 46 44 96 7 61 62 89 52 86 9 14 64 56 78 15 24 50 92 72 88 64 96 90 43 22 57 18 85 23 23 32 39 27 99 76 78 8 93 42 30 3 77 0 ]
[5 62 16 18 90 72 82 62 2 2 23 7 59 56 14 87 47 39 0 66 53 30 41 96 97 4 55 68 65 35 58 78 15 44 23 36 58 19 92 98 98 91 24 96 81 16 87 49 40 15 58 40 91 39 41 54 27 65 25 31 14 56 99 72 99 59 5 60 23 44 20 93 34 4 66 81 3 20 84 79 55 69 21 18 74 20 84 62 58 25 93 3 58 71 3 88 31 23 54 43 ]
[11 75 6 68 58 7 93 25 71 39 4 25 76 4 58 89 53 100 34 0 93 12 97 80 99 29 86 99 5 75 45 10 25 59 58 55 25 75 11 86 39 20 84 12 10 77 26 38 31 19 34 98 58 72 45 44 44 41 20 43 41 34 96 20 92 0 76 75 76 18 77 16 39 4 28 21 5 4 47 98 84 77 57 59 95 92 60 16 76 87 11 28 27 91 6 86 48 87 77 69 ]
[17 7 30 52 99 10 48 69 65 89 60 31 44 26 77 15 3 31 47 7 0 47 46 7 80 86 17 33 94 67 77 18 54 17 80 22 95 77 13 60 76 54 40 14 93 4 56 54 89 6 63 67 90 50 81 47 2 63 28 29 74 72 66 52 65 13 85 54 58 38 52 88 19 63 2 43 80 57 62 56 27 73 38 65 15 84 19 9 34 58 89 25 39 71 8 5 53 84 20 7 ]
[43 20 33 27 3 77 93 44 69 81 33 63 2 21 33 36 41 4 70 88 53 0 95 88 1 42 87 74 45 95 9 38 48 15 72 49 25 69 55 84 90 17 23 34 22 84 39 90 70 6 17 38 1 78 72 35 82 35 68 75 22 74 89 63 0 66 56 47 81 60 95 34 76 99 11 25 67 8 77 49 19 66 53 12 0 77 22 81 48 69 10 34 22 77 78 86 26 16 3 69 ]
[84 77 1 28 65 87 34 80 41 99 86 67 18 89 38 88 14 28 59 3 54 5 0 1 20 54 56 71 83 67 96 27 21 30 80 25 5 80 53 32 3 2 33 8 21 48 4 30 74 59 81 60 46 45 71 34 18 12 53 55 15 13 42 79 44 82 53 33 88 26 74 4 53 35 69 6 47 0 75 12 35 84 98 89 60 31 50 16 69 60 62 48 16 7 93 88 8 34 55 84 ]
[96 70 86 60 91 55 77 6 50 15 90 7 94 75 24 19 14 20 4 20 93 12 99 0 88 97 95 71 61 1 73 96 66 89 16 42 35 51 41 15 44 55 42 19 82 36 5 31 41 88 64 1 36 94 3 92 50 65 70 27 4 89 79 87 9 20 25 21 9 13 58 84 21 12 12 22 49 15 90 3 11 87 69 16 52 58 9 54 88 25 66 25 5 18 43 14 47 79 3 67 ]
[24 33 51 39 1 47 48 9 99 10 38 84 40 14 49 46 45 15 3 1 20 99 80 12 0 17 41 49 10 43 96 50 17 52 26 45 5 10 39 64 29 68 68 37 42 60 89 10 78 16 31 13 7 58 52 74 74 92 42 95 66 18 14 67 24 85 2 70 85 94 23 23 74 87 71 77 65 94 81 59 78 86 8 42 85 98 29 25 72 91 90 59 30 73 42 86 82 26 84 87 ]
[62 79 48 22 2 27 65 87 14 31 79 59 62 64 39 84 48 55 96 71 14 58 46 3 83 0 28 65 53 73 87 40 2 44 76 57 93 47 10 47 9 37 23 64 6 50 43 82 75 9 54 93 19 40 17 21 68 86 19 63 86 70 48 59 31 25 13 38 99 67 63 26 3 95 96 85 12 78 76 60 14 10 39 61 97 90 42 56 24 36 54 30 86 80 82 69 89 24 9 36 ]
[8 50 58 21 35 90 80 40 35 10 18 46 15 20 31 44 74 1 45 14 83 13 44 5 59 72 0 11 91 22 19 38 58 55 0 10 72 14 87 40 44 57 47 39 26 15 31 51 7 99 9 96 31 74 61 75 10 30 24 11 42 31 9 66 53 82 74 9 60 95 53 45 83 14 95 8 23 5 47 61 94 70 35 66 36 22 21 55 95 89 22 12 61 5 46 90 2 35 2 16 ]
[5 99 71 93 28 52 84 36 6 21 80 85 15 59 44 59 41 9 32 1 67 26 29 29 51 35 89 0 1 84 22 55 90 36 97 72 21 99 80 43 31 35 21 70 7 94 41 35 96 68 47 2 55 60 9 43 82 65 81 35 87 11 14 44 48 0 9 73 46 58 22 95 18 57 23 43 15 60 2 74 21 71 95 2 7 64 19 78 63 98 3 47 36 75 73 33 28 32 93 53 ]
[7 52 90 69 58 8 90 95 100 83 61 8 50 98 73 38 23 25 35 95 6 55 17 39 90 47 9 99 0 79 27 0 33 91 56 2 68 23 95 78 8 39 67 91 37 77 14 13 69 45 33 94 43 41 62 16 14 78 56 71 78 3 46 0 70 27 94 19 54 61 50 99 6 45 75 16 59 46 2 93 57 91 49 14 68 3 42 72 42 76 13 43 13 49 25 54 62 2 95 97 ]
[21 57 95 69 19 43 82 48 74 41 33 34 87 4 38 94 51 32 65 25 33 5 33 99 57 27 78 16 21 0 91 8 68 23 23 33 31 24 43 9 34 97 20 43 20 95 26 93 45 7 24 11 42 79 60 88 17 24 37 6 29 75 70 57 33 55 66 28 6 97 58 2 17 55 74 40 93 61 72 63 63 78 91 25 62 16 82 67 7 98 26 84 22 24 82 40 32 20 24 83 ]
[88 79 84 75 40 71 58 27 72 92 83 60 96 18 50 61 100 23 42 55 23 91 4 27 4 13 81 78 73 9 0 70 70 40 54 45 62 90 24 55 94 81 88 82 95 59 39 19 34 7 88 57 39 24 0 63 7 0 56 11 59 59 4 6 29 42 8 94 14 92 72 78 59 71 25 96 70 18 87 53 80 99 79 16 48 5 85 65 35 12 63 87 0 67 70 29 65 38 87 83 ]
[39 66 77 29 76 2 24 22 58 65 30 70 23 34 57 58 81 82 22 90 82 62 73 4 50 60 62 45 100 92 30 0 0 78 67 52 84 53 54 43 89 39 5 36 68 6 18 16 80 10 57 62 71 40 96 20 78 91 26 73 7 50 23 60 51 10 57 60 1 62 93 24 98 92 58 46 4 20 31 73 57 95 17 85 28 53 44 46 54 49 9 16 60 90 37 18 51 25 16 43 ]
[30 87 6 16 68 62 65 96 66 52 70 100 67 49 23 25 87 77 85 75 46 52 79 34 83 98 42 10 67 32 30 100 0 21 50 60 26 20 64 35 12 69 10 39 97 19 51 45 6 47 19 31 33 26 47 13 1 85 23 12 47 33 32 56 24 99 82 97 13 6 16 33 12 95 29 13 83 70 21 57 48 51 3 78 96 3 44 19 64 85 53 27 72 37 23 18 45 8 42 40 ]
