nbGenes = 40;
preference = [[0 93 27 9 71 35 73 38 19 96 36 17 69 30 40 3 22 82 47 43 3 4 0 59 84 6 11 33 75 51 81 71 64 52 50 84 44 46 28 32 ]
[7 0 13 69 55 84 83 0 44 27 80 42 23 26 81 44 84 6 87 4 88 77 31 20 47 39 19 46 62 38 41 46 53 34 6 36 60 70 12 11 ]
[73 87 0 32 26 69 46 45 95 58 35 62 71 56 40 3 56 73 54 10 73 44 45 97 43 91 26 83 29 86 65 88 84 61 86 89 31 33 77 81 ]
[91 31 68 0 6 47 2 95 57 24 19 90 6 36 37 57 6 35 66 16 73 71 71 94 49 16 35 19 20 44 26 1 70 37 19 65 91 23 98 14 ]
[29 45 74 94 0 46 41 74 94 85 99 21 38 40 49 47 97 72 76 81 70 64 29 3 3 39 40 36 97 82 25 20 98 65 97 56 11 45 7 86 ]
[65 16 31 53 54 0 21 69 35 65 93 47 32 89 51 21 10 44 66 73 87 10 51 0 16 61 30 13 56 37 98 96 7 0 21 21 87 1 72 68 ]
[27 17 54 98 59 79 0 10 25 81 85 6 42 16 16 26 40 40 68 13 46 22 30 99 39 49 82 21 88 32 22 12 2 49 26 27 18 73 29 44 ]
[62 100 55 5 26 31 90 0 90 27 21 74 99 83 94 27 82 19 69 40 88 44 75 79 19 50 67 83 46 94 51 94 24 28 1 87 22 78 15 17 ]
[81 56 5 43 6 65 75 10 0 93 35 5 36 55 50 79 99 67 30 70 49 19 5 2 25 1 40 3 12 83 75 71 76 39 3 80 35 80 31 27 ]
[4 73 42 76 15 35 19 73 7 0 32 23 43 28 32 79 4 27 40 87 95 83 5 1 85 75 46 23 61 94 70 73 33 1 92 54 70 3 5 88 ]
[64 20 65 81 1 7 15 79 65 68 0 34 31 45 8 77 35 21 43 85 46 89 68 74 53 72 78 27 39 84 95 86 82 61 46 15 3 64 99 67 ]
[83 58 38 10 79 53 94 26 95 77 66 0 43 93 49 85 70 8 57 74 73 52 26 93 62 99 95 62 73 31 40 67 56 14 17 77 26 57 88 29 ]
[31 77 29 94 62 68 58 1 64 57 69 57 0 89 89 8 5 1 77 99 2 2 70 57 20 41 37 76 26 54 91 53 42 3 70 9 35 60 67 38 ]
[70 74 44 64 60 11 84 17 45 72 55 7 11 0 64 21 47 38 77 0 72 71 88 99 62 29 64 76 28 0 28 98 90 15 49 21 44 38 53 52 ]
[60 19 60 63 51 49 84 6 50 68 92 51 11 36 0 81 38 75 85 14 57 44 52 98 12 36 76 69 17 83 9 92 8 56 4 12 61 11 8 14 ]
[97 56 97 43 53 79 74 73 21 21 23 15 92 79 19 0 28 24 50 22 62 34 46 13 6 97 67 5 73 88 87 84 39 78 83 66 74 52 38 70 ]
