nbGenes = 20;
preference = [[0 98 40 5 87 21 25 63 49 31 74 97 82 74 54 1 22 33 91 27 ]
[2 0 72 62 97 52 80 73 49 96 63 49 26 26 6 76 73 46 88 57 ]
[60 28 0 37 90 34 55 91 20 99 56 35 88 41 19 67 17 86 89 74 ]
[95 38 63 0 72 84 21 81 53 92 9 56 12 92 0 75 94 4 83 23 ]
[13 3 10 28 0 82 67 54 66 47 13 86 93 55 78 20 84 98 42 15 ]
[79 48 66 16 18 0 70 26 66 29 60 59 3 10 77 37 95 77 82 70 ]
[75 20 45 79 33 30 0 87 59 3 72 95 32 48 5 1 50 80 24 43 ]
[37 27 9 19 46 74 13 0 64 30 27 12 45 68 50 0 40 32 23 84 ]
[51 51 80 47 34 34 41 36 0 97 74 13 39 96 5 20 72 99 53 16 ]
[69 4 1 8 53 71 97 70 3 0 86 1 34 83 97 92 37 35 11 41 ]
[26 37 44 91 87 40 28 73 26 14 0 77 6 88 55 72 16 91 94 13 ]
[3 51 65 44 14 41 5 88 87 99 23 0 35 33 36 77 12 40 86 28 ]
[18 74 12 88 7 97 68 55 61 66 94 65 0 70 78 8 70 30 36 59 ]
[26 74 59 8 45 90 52 32 4 17 12 67 30 0 20 35 41 59 19 25 ]
[46 94 81 100 22 23 95 50 95 3 45 64 22 80 0 8 78 66 45 18 ]
[99 24 33 25 80 63 99 100 80 8 28 23 92 65 92 0 73 13 4 81 ]
[78 27 83 6 16 5 50 60 28 63 84 88 30 59 22 27 0 77 42 34 ]
[67 54 14 96 2 23 20 68 1 65 9 60 70 41 34 87 23 0 32 21 ]
[9 12 11 17 58 18 76 77 47 89 6 14 64 81 55 96 58 68 0 52 ]
[73 43 26 77 85 30 57 16 84 59 87 72 41 75 82 19 66 79 48 0 ]
];
