nbGenes = 20;
preference = [[0 88 21 56 78 42 89 33 16 35 79 85 78 87 23 6 21 8 34 3 ]
[12 0 70 28 52 31 21 30 41 54 15 66 9 95 51 21 53 24 51 42 ]
[79 30 0 90 78 5 51 62 66 49 45 51 14 51 23 95 46 34 11 39 ]
[44 72 10 0 77 83 73 64 89 60 18 34 88 53 10 2 40 53 25 64 ]
[22 48 22 23 0 17 32 20 90 75 69 54 85 22 18 74 1 54 8 72 ]
[58 69 95 17 83 0 44 43 63 26 46 24 98 85 24 56 64 60 15 41 ]
[11 79 49 27 68 56 0 8 28 20 4 67 30 48 5 54 22 53 77 52 ]
[67 70 38 36 80 57 92 0 13 71 24 16 34 9 47 2 24 60 55 20 ]
[84 59 34 11 10 37 72 87 0 80 0 17 28 54 92 16 19 19 35 1 ]
[65 46 51 40 25 74 80 29 20 0 46 23 57 62 30 69 97 92 13 51 ]
[21 85 55 82 31 54 96 76 100 54 0 66 31 87 37 91 2 20 1 80 ]
[15 34 49 66 46 76 33 84 83 77 34 0 91 48 75 87 22 7 5 49 ]
[22 91 86 12 15 2 70 66 72 43 69 9 0 7 60 92 44 13 30 41 ]
[13 5 49 47 78 15 52 91 46 38 13 52 93 0 67 77 60 0 78 80 ]
[77 49 77 90 82 76 95 53 8 70 63 25 40 33 0 34 44 49 29 56 ]
[94 79 5 98 26 44 46 98 84 31 9 13 8 23 66 0 0 5 43 81 ]
[79 47 54 60 99 36 78 76 81 3 98 78 56 40 56 100 0 15 63 2 ]
[92 76 66 47 46 40 47 40 81 8 80 93 87 100 51 95 85 0 27 82 ]
[66 49 89 75 92 85 23 45 65 87 99 95 70 22 71 57 37 73 0 31 ]
[97 58 61 36 28 59 48 80 99 49 20 51 59 20 44 19 98 18 69 0 ]
];
