nbGenes = 40;
preference = [[0 89 21 23 61 31 89 51 48 87 19 29 94 65 6 63 89 18 51 17 44 79 1 33 40 72 84 43 62 47 24 55 18 89 91 63 80 26 29 23 ]
[11 0 24 61 26 67 17 95 55 85 99 27 74 94 97 90 62 84 23 85 10 97 58 6 74 85 82 5 19 8 1 67 57 83 1 51 51 70 58 12 ]
[79 76 0 80 41 87 41 1 99 63 54 16 58 57 85 12 94 33 24 40 43 23 54 15 98 88 73 14 21 76 94 95 85 53 20 84 65 76 87 5 ]
[77 39 20 0 15 65 77 46 28 72 7 54 26 63 57 81 2 65 82 37 26 18 50 33 73 78 78 82 14 83 47 48 19 61 46 40 28 4 84 89 ]
[39 74 59 85 0 26 15 6 48 65 5 20 3 69 14 20 9 81 83 60 23 9 1 65 54 52 71 57 85 84 26 97 63 11 27 81 83 92 55 49 ]
[69 33 13 35 74 0 56 53 74 44 62 13 98 14 20 72 49 0 59 47 12 40 53 72 69 80 24 70 82 87 54 34 94 4 61 47 57 19 38 61 ]
[11 83 59 23 85 44 0 17 95 38 38 46 61 75 68 15 96 14 35 18 45 75 28 26 24 31 77 21 47 50 79 39 23 37 11 73 2 76 50 91 ]
[49 5 99 54 94 47 83 0 48 34 59 79 5 11 72 65 52 89 33 74 35 1 56 59 32 49 45 14 30 99 41 48 55 16 97 17 79 43 2 91 ]
[52 45 1 72 52 26 5 52 0 3 18 15 57 86 0 71 76 58 77 17 20 65 31 41 17 36 61 42 83 91 99 63 98 52 35 11 12 18 61 68 ]
[13 15 37 28 35 56 62 66 97 0 76 85 88 30 29 25 39 57 23 22 36 99 87 14 40 42 18 8 72 63 22 98 18 80 9 19 86 21 57 35 ]
[81 1 46 93 95 38 62 41 82 24 0 22 75 52 72 58 39 75 31 1 50 94 28 19 60 84 60 22 89 36 45 11 33 96 12 53 16 6 92 85 ]
[71 73 84 46 80 87 54 21 85 15 78 0 98 32 5 13 68 59 86 47 20 31 9 31 85 71 88 12 5 79 26 70 89 28 96 30 34 81 72 57 ]
[6 26 42 74 97 2 39 95 43 12 25 2 0 34 73 26 62 5 64 64 50 58 4 47 66 25 76 68 96 40 19 52 11 89 45 6 36 43 68 73 ]
[35 6 43 37 31 86 25 89 14 70 48 68 66 0 70 73 69 90 16 2 68 33 36 36 43 18 33 85 9 68 65 28 34 41 54 90 23 18 52 57 ]
[94 3 15 43 86 80 32 28 100 71 28 95 27 30 0 10 81 65 62 22 14 58 8 3 42 56 59 16 52 32 79 81 37 2 81 96 34 64 57 68 ]
