nbGenes = 20;
preference = [[0 94 19 19 69 5 81 30 55 17 21 4 13 32 75 78 36 29 32 86 ]
[6 0 67 58 31 22 24 62 5 55 67 78 88 76 22 64 13 12 5 52 ]
[81 33 0 34 56 8 14 83 91 19 59 45 9 62 51 52 12 94 3 70 ]
[81 42 66 0 86 23 71 5 47 21 90 39 74 5 26 76 62 96 69 29 ]
[31 69 44 14 0 52 2 69 63 12 5 96 7 28 62 97 34 20 97 35 ]
[95 78 92 77 48 0 22 16 5 24 92 44 61 19 8 74 18 27 60 9 ]
[19 76 86 29 98 78 0 77 39 92 14 45 47 6 74 82 90 79 54 40 ]
[70 38 17 95 31 84 23 0 46 23 2 83 69 38 48 68 59 41 96 90 ]
[45 95 9 53 37 95 61 54 0 55 38 36 92 24 8 25 69 54 25 8 ]
[83 45 81 79 88 76 8 77 45 0 23 2 50 49 86 36 25 44 94 53 ]
[79 33 41 10 95 8 86 98 62 77 0 81 94 71 22 77 40 92 31 65 ]
[96 22 55 61 4 56 55 17 64 98 19 0 66 89 81 55 29 48 65 9 ]
[87 12 91 26 93 39 53 31 8 50 6 34 0 37 33 42 17 51 67 18 ]
[68 24 38 95 72 81 94 62 76 51 29 11 63 0 24 11 60 46 5 44 ]
[25 78 49 74 38 92 26 52 92 14 78 19 67 76 0 91 70 14 35 60 ]
[22 36 48 24 3 26 18 32 75 64 23 45 58 89 9 0 67 52 21 71 ]
[64 87 88 38 66 82 10 41 31 75 60 71 83 40 30 33 0 21 86 88 ]
[71 88 6 4 80 73 21 59 46 56 8 52 49 54 86 48 79 0 70 81 ]
[68 95 97 31 3 40 46 4 75 6 69 35 33 95 65 79 14 30 0 78 ]
[14 48 30 71 65 91 60 10 92 47 35 91 82 56 40 29 12 19 22 0 ]
];
