nbGenes = 30;
preference = [[0 53 48 93 31 2 79 44 45 83 72 25 37 38 35 65 82 25 16 37 93 38 25 95 29 94 45 57 76 84 ]
[47 0 54 62 47 35 93 14 60 80 74 1 30 45 14 89 79 60 55 41 29 53 0 1 4 53 6 19 5 25 ]
[52 46 0 73 88 14 8 23 70 65 15 76 50 27 32 98 2 22 11 21 91 42 8 36 11 63 57 25 48 12 ]
[7 38 27 0 6 34 81 4 71 43 57 27 2 48 61 37 85 10 34 24 83 48 28 21 34 99 76 44 83 6 ]
[69 53 12 94 0 27 60 18 30 75 60 70 47 62 95 91 60 5 52 65 94 90 92 66 90 49 84 86 40 45 ]
[98 65 86 66 73 0 42 86 54 35 69 28 44 74 22 76 20 64 42 75 18 43 89 54 3 22 48 81 46 63 ]
[21 7 92 19 40 58 0 93 17 63 88 43 4 41 59 48 38 76 97 79 73 30 26 44 71 81 63 98 23 90 ]
[56 86 77 96 82 14 7 0 32 92 51 68 78 33 32 63 40 84 57 3 7 30 78 71 45 9 83 31 17 31 ]
[55 40 30 29 70 46 83 68 0 28 64 77 41 28 65 8 37 57 58 48 59 42 57 52 23 79 51 23 6 42 ]
[17 20 35 57 25 65 37 8 72 0 26 37 36 44 4 0 29 84 64 11 56 32 32 39 54 46 1 13 95 88 ]
[28 26 85 43 40 31 12 49 36 74 0 17 87 91 11 89 88 36 26 22 91 64 0 0 40 30 68 73 25 44 ]
[75 99 24 73 30 72 57 32 23 63 83 0 0 33 89 66 16 71 97 46 48 51 62 35 46 14 88 0 29 67 ]
[63 70 50 98 53 56 96 22 59 64 13 100 0 19 98 6 8 40 42 2 46 21 70 39 49 34 6 21 56 49 ]
[62 55 73 52 38 26 59 67 72 56 9 67 81 0 5 65 7 24 21 35 79 65 57 43 91 37 41 33 81 35 ]
[65 86 68 39 5 78 41 68 35 96 89 11 2 95 0 18 69 22 76 45 81 15 72 74 5 17 66 87 8 70 ]
[35 11 2 63 9 24 52 37 92 100 11 34 94 35 82 0 50 83 24 35 2 83 49 32 30 57 59 55 78 9 ]
[18 21 98 15 40 80 62 60 63 71 12 84 92 93 31 50 0 11 49 55 17 57 92 95 80 16 42 85 80 75 ]
[75 40 78 90 95 36 24 16 43 16 64 29 60 76 78 17 89 0 19 12 16 90 77 92 1 64 80 43 58 54 ]
[84 45 89 66 48 58 3 43 42 36 74 3 58 79 24 76 51 81 0 81 44 93 50 89 23 88 63 68 45 99 ]
[63 59 79 76 35 25 21 97 52 89 78 54 98 65 55 65 45 88 19 0 80 69 83 76 90 0 91 49 77 15 ]
[7 71 9 17 6 82 27 93 41 44 9 52 54 21 19 98 83 84 56 20 0 74 66 80 35 75 6 33 48 33 ]
[62 47 58 52 10 57 70 70 58 68 36 49 79 35 85 17 43 10 7 31 26 0 5 47 5 42 33 29 76 90 ]
[75 100 92 72 8 11 74 22 43 68 100 38 30 43 28 51 8 23 50 17 34 95 0 84 82 48 15 57 94 35 ]
[5 99 64 79 34 46 56 29 48 61 100 65 61 57 26 68 5 8 11 24 20 53 16 0 72 55 3 20 40 25 ]
[71 96 89 66 10 97 29 55 77 46 60 54 51 9 95 70 20 99 77 10 65 95 18 28 0 17 27 62 89 25 ]
[6 47 37 1 51 78 19 91 21 54 70 86 66 63 83 43 84 36 12 100 25 58 52 45 83 0 31 59 60 11 ]
[55 94 43 24 16 52 37 17 49 99 32 12 94 59 34 41 58 20 37 9 94 67 85 97 73 69 0 91 60 7 ]
[43 81 75 56 14 19 2 69 77 87 27 100 79 67 13 45 15 57 32 51 67 71 43 80 38 41 9 0 39 22 ]
[24 95 52 17 60 54 77 83 94 5 75 71 44 19 92 22 20 42 55 23 52 24 6 60 11 40 40 61 0 28 ]
[16 75 88 94 55 37 10 69 58 12 56 33 51 65 30 91 25 46 1 85 67 10 65 75 75 89 93 78 72 0 ]
];
