nbGenes = 50;
preference = [[0 27 31 68 48 15 98 31 93 60 49 20 68 17 2 8 67 64 96 51 38 96 42 69 7 25 2 26 37 88 21 2 93 61 60 27 33 86 64 47 92 26 67 68 28 0 94 91 51 45 ]
[73 0 18 93 63 78 40 79 79 1 87 38 55 32 70 7 3 86 30 14 9 55 45 24 93 78 13 42 23 81 64 20 88 43 87 25 53 49 18 64 85 42 81 10 14 98 20 54 29 77 ]
[69 82 0 76 75 28 74 80 5 92 78 78 10 52 62 8 93 31 64 27 93 27 65 48 34 74 47 42 91 43 81 57 0 32 72 89 78 27 4 15 76 48 50 33 38 17 0 69 71 16 ]
[32 7 24 0 70 30 51 21 30 90 21 6 46 58 20 71 6 35 52 17 66 97 93 48 7 97 35 13 22 27 78 84 82 47 3 87 4 67 96 82 62 46 13 12 60 5 22 42 51 18 ]
[52 37 25 30 0 46 54 47 67 64 21 55 95 52 19 82 51 64 36 58 13 35 29 49 75 57 64 73 24 9 52 8 31 98 61 40 64 55 98 85 39 20 34 58 59 48 36 28 56 38 ]
[85 22 72 70 54 0 56 74 24 10 30 39 31 58 83 92 44 29 71 44 8 45 34 86 30 29 28 93 93 62 1 64 56 15 0 35 51 81 67 0 57 38 78 29 11 26 47 76 13 88 ]
[2 60 26 49 46 44 0 64 56 49 77 99 1 22 33 70 80 19 87 67 72 81 33 24 40 23 5 68 86 61 29 89 14 29 24 35 19 70 86 55 63 85 25 52 77 47 90 55 41 11 ]
[69 21 20 79 53 26 36 0 63 90 47 68 35 84 63 98 35 54 77 64 34 23 4 15 2 67 89 58 81 81 90 26 55 80 21 85 0 71 94 22 88 30 9 81 21 64 88 67 59 99 ]
[7 21 95 70 33 76 44 37 0 90 14 0 75 91 36 51 2 13 70 79 45 10 34 13 5 77 61 28 58 48 9 94 64 0 66 65 50 19 19 54 0 99 26 60 26 22 6 74 31 58 ]
[40 99 8 10 36 90 51 10 10 0 48 21 53 44 18 43 74 23 10 10 1 34 89 74 74 47 69 28 18 17 90 35 94 96 27 14 23 4 57 42 49 11 76 70 54 23 1 61 98 31 ]
[51 13 22 79 79 70 23 53 86 52 0 71 23 41 23 69 44 0 91 90 73 68 91 92 54 19 3 77 81 54 19 8 61 37 3 76 42 54 5 97 29 32 82 23 5 23 48 22 9 81 ]
[80 62 22 94 45 61 1 32 100 79 29 0 92 0 3 89 56 73 31 57 38 25 62 35 41 97 92 77 54 54 89 77 44 55 30 79 49 31 79 89 24 18 8 49 64 14 38 76 37 60 ]
[32 45 90 54 5 69 99 65 25 47 77 8 0 26 89 96 23 36 22 57 80 53 98 33 97 84 79 38 17 37 84 54 95 44 12 33 90 61 71 17 65 45 22 83 1 54 51 31 52 68 ]
[83 68 48 42 48 42 78 16 9 56 59 100 74 0 63 12 17 45 56 30 2 26 44 89 82 45 12 6 0 2 27 20 13 31 10 37 36 87 91 98 74 51 55 99 35 40 19 43 5 16 ]
[98 30 38 80 81 17 67 37 64 82 77 97 11 37 0 34 3 58 57 17 32 79 79 59 87 66 77 68 91 12 61 81 36 1 89 84 21 33 66 95 73 62 47 0 68 95 62 19 22 90 ]
[92 93 92 29 18 8 30 2 49 57 31 11 4 88 66 0 84 27 61 55 54 18 77 31 11 75 61 21 0 55 87 24 60 58 53 78 30 19 42 85 85 60 83 85 74 75 67 29 1 95 ]
[33 97 7 94 49 56 20 65 98 26 56 44 77 83 97 16 0 86 59 39 79 30 71 44 65 53 33 85 37 48 22 89 85 33 32 45 46 77 33 60 10 6 24 80 69 53 47 87 14 54 ]
[36 14 69 65 36 71 81 46 87 77 100 27 64 55 42 73 14 0 58 74 57 67 64 31 42 25 45 47 23 84 63 5 14 23 21 25 96 0 57 51 83 83 29 31 74 77 97 61 40 80 ]
[4 70 36 48 64 29 13 23 30 90 9 69 78 44 43 39 41 42 0 70 97 11 61 40 60 10 65 38 12 66 33 34 75 98 17 11 49 90 14 93 89 85 93 75 62 24 19 52 93 72 ]
[49 86 73 83 42 56 33 36 21 90 10 43 43 70 83 45 61 26 30 0 69 50 51 50 53 61 55 80 55 72 41 83 75 37 52 56 98 71 22 25 25 80 34 19 11 18 97 94 6 89 ]
[62 91 7 34 87 92 28 66 55 99 27 62 20 98 68 46 21 43 3 31 0 74 97 12 24 22 30 13 96 38 61 12 34 62 48 58 79 47 11 25 95 86 94 55 3 6 85 38 28 50 ]
[4 45 73 3 65 55 19 77 90 66 32 75 47 74 21 82 70 33 89 50 26 0 93 52 15 17 65 66 11 42 63 11 18 32 31 70 50 70 62 75 85 49 25 26 62 29 77 60 47 89 ]
[58 55 35 7 71 66 67 96 66 11 9 38 2 56 21 23 29 36 39 49 3 7 0 5 2 14 68 89 26 78 93 90 83 60 46 17 23 16 96 17 18 54 79 10 72 66 55 83 26 31 ]
[31 76 52 52 51 14 76 85 87 26 8 65 67 11 41 69 56 69 60 50 88 48 95 0 53 52 50 39 42 95 51 54 94 5 38 23 86 31 10 24 32 48 12 56 1 77 49 70 82 77 ]
[93 7 66 93 25 70 60 98 95 26 46 59 3 18 13 89 35 58 40 47 76 85 98 47 0 87 10 38 27 72 49 26 24 18 23 93 97 60 61 72 44 35 6 9 95 76 17 37 47 89 ]
[75 22 26 3 43 71 77 33 23 53 81 3 16 55 34 25 47 75 90 39 78 83 86 48 13 0 55 34 52 13 95 41 83 48 13 15 98 7 40 5 95 1 74 48 70 99 87 16 73 89 ]
[98 87 53 65 36 72 95 11 39 31 97 8 21 88 23 39 67 55 35 45 70 35 32 50 90 45 0 92 80 31 55 65 9 20 31 92 68 94 67 84 13 77 12 67 80 90 66 47 21 59 ]
[74 58 58 87 27 7 32 42 72 72 23 23 62 94 32 79 15 53 62 20 87 34 11 61 62 66 8 0 32 73 37 63 1 69 46 66 90 78 88 40 80 63 94 56 61 4 30 84 83 7 ]
[63 77 9 78 76 7 14 19 42 82 19 46 83 100 9 100 63 77 88 45 4 89 74 58 73 48 20 68 0 97 65 92 27 70 94 68 69 37 20 58 55 95 13 75 1 68 67 45 39 11 ]
[12 19 57 73 91 38 39 19 52 83 46 46 63 98 88 45 52 16 34 28 62 58 22 5 28 87 69 27 3 0 90 10 65 82 38 35 4 58 8 20 41 19 90 74 31 91 6 48 57 96 ]
[79 36 19 22 48 99 71 10 91 10 81 11 16 73 39 13 78 37 67 59 39 37 7 49 51 5 45 63 35 10 0 96 77 78 22 73 96 41 13 53 24 50 39 26 99 58 88 84 51 87 ]
[98 80 43 16 92 36 11 74 6 65 92 23 46 80 19 76 11 95 66 17 88 89 10 46 74 59 35 37 8 90 4 0 37 1 47 56 70 70 83 55 67 17 50 88 13 53 55 77 77 58 ]
[7 12 100 18 69 44 86 45 36 6 39 56 5 87 64 40 15 86 25 25 66 82 17 6 76 17 91 99 73 35 23 63 0 84 2 90 23 80 27 10 4 50 30 25 67 45 19 67 1 69 ]
