nbGenes = 30;
preference = [[0 8 10 6 7 5 7 9 4 9 5 8 7 9 8 6 8 9 7 8 6 4 8 7 10 6 8 10 9 9 ]
[7 0 8 9 5 6 7 7 5 7 4 8 7 10 4 6 8 6 10 9 5 3 9 6 8 6 7 11 8 6 ]
[5 7 0 7 6 7 5 6 6 5 4 8 6 8 5 5 8 6 7 8 6 4 7 7 7 6 5 9 7 7 ]
[9 6 8 0 5 5 5 8 4 6 2 8 6 6 5 4 4 5 7 6 5 3 6 7 8 6 4 8 7 7 ]
[8 10 9 10 0 9 9 8 4 9 5 10 9 8 6 5 9 7 7 8 6 6 11 7 9 8 8 11 11 10 ]
[10 9 8 10 6 0 8 9 7 8 6 8 9 11 6 7 9 10 9 7 6 6 8 9 8 10 7 9 9 8 ]
[8 8 10 10 6 7 0 8 5 9 4 8 6 9 4 4 8 6 7 7 6 4 12 7 8 8 5 10 9 9 ]
[6 8 9 7 7 6 7 0 5 9 5 10 7 10 7 7 7 9 5 8 6 4 8 7 8 7 5 9 8 10 ]
[11 10 9 11 11 8 10 10 0 11 9 11 11 11 8 9 9 7 9 10 8 7 12 11 10 8 7 11 11 11 ]
[6 8 10 9 6 7 6 6 4 0 2 9 7 8 5 6 6 5 4 5 7 2 9 7 7 6 5 10 6 7 ]
[10 11 11 13 10 9 11 10 6 13 0 12 11 11 8 9 10 9 9 10 11 7 12 10 11 10 8 13 10 12 ]
[7 7 7 7 5 7 7 5 4 6 3 0 8 6 4 5 4 5 7 8 8 2 6 8 8 6 4 7 6 6 ]
[8 8 9 9 6 6 9 8 4 8 4 7 0 10 7 7 8 7 8 9 4 4 9 9 8 6 8 8 9 6 ]
[6 5 7 9 7 4 6 5 4 7 4 9 5 0 4 6 6 6 5 7 5 2 8 6 5 5 5 8 7 7 ]
[7 11 10 10 9 9 11 8 7 10 7 11 8 11 0 10 7 8 8 10 7 5 12 9 10 7 8 9 9 10 ]
[9 9 10 11 10 8 11 8 6 9 6 10 8 9 5 0 8 6 9 9 7 6 11 9 9 9 9 10 11 9 ]
[7 7 7 11 6 6 7 8 6 9 5 11 7 9 8 7 0 8 8 7 6 2 10 9 9 4 7 10 7 8 ]
[6 9 9 10 8 5 9 6 8 10 6 10 8 9 7 9 7 0 8 9 7 5 10 8 8 5 7 9 10 7 ]
[8 5 8 8 8 6 8 10 6 11 6 8 7 10 7 6 7 7 0 8 5 5 9 9 9 7 7 9 11 7 ]
[7 6 7 9 7 8 8 7 5 10 5 7 6 8 5 6 8 6 7 0 7 2 10 8 6 7 5 8 7 8 ]
[9 10 9 10 9 9 9 9 7 8 4 7 11 10 8 8 9 8 10 8 0 4 9 9 9 8 7 10 9 9 ]
[11 12 11 12 9 9 11 11 8 13 8 13 11 13 10 9 13 10 10 13 11 0 13 12 12 10 10 13 12 11 ]
[7 6 8 9 4 7 3 7 3 6 3 9 6 7 3 4 5 5 6 5 6 2 0 5 8 4 5 8 4 7 ]
[8 9 8 8 8 6 8 8 4 8 5 7 6 9 6 6 6 7 6 7 6 3 10 0 10 8 5 8 9 8 ]
[5 7 8 7 6 7 7 7 5 8 4 7 7 10 5 6 6 7 6 9 6 3 7 5 0 6 4 8 6 7 ]
[9 9 9 9 7 5 7 8 7 9 5 9 9 10 8 6 11 10 8 8 7 5 11 7 9 0 8 11 8 9 ]
[7 8 10 11 7 8 10 10 8 10 7 11 7 10 7 6 8 8 8 10 8 5 10 10 11 7 0 10 10 11 ]
[5 4 6 7 4 6 5 6 4 5 2 8 7 7 6 5 5 6 6 7 5 2 7 7 7 4 5 0 6 6 ]
[6 7 8 8 4 6 6 7 4 9 5 9 6 8 6 4 8 5 4 8 6 3 11 6 9 7 5 9 0 6 ]
[6 9 8 8 5 7 6 5 4 8 3 9 9 8 5 6 7 8 8 7 6 4 8 7 8 6 4 9 9 0 ]
];
