nbGenes = 40;
preference = [[0 9 11 11 15 14 12 9 9 7 7 9 12 10 12 10 12 11 14 9 13 13 13 14 14 7 11 9 9 8 11 11 11 10 10 15 11 11 8 11 ]
[11 0 10 12 13 12 12 11 10 8 7 13 11 12 12 12 13 13 14 11 13 12 11 12 15 9 12 10 11 12 9 11 13 13 11 14 11 13 10 11 ]
[9 10 0 11 15 11 13 8 9 9 7 8 13 11 14 12 12 11 15 9 12 11 10 12 13 10 11 11 11 11 12 11 12 12 14 12 12 10 10 11 ]
[9 8 9 0 13 11 13 8 9 8 5 8 11 10 11 10 12 11 12 9 11 8 11 11 13 8 7 8 7 9 12 10 10 10 9 10 10 11 7 7 ]
[5 7 5 7 0 5 8 7 6 5 4 6 11 6 10 9 10 8 6 6 9 7 6 9 10 5 5 6 5 5 8 7 6 7 7 7 6 5 4 6 ]
[6 8 9 9 15 0 11 10 9 6 7 10 11 10 13 9 13 10 11 8 12 10 10 12 13 7 9 10 9 8 8 9 10 11 9 8 8 8 9 6 ]
[8 8 7 7 12 9 0 7 9 6 7 8 12 10 12 9 11 10 11 8 11 11 8 10 10 7 8 9 8 11 8 10 11 10 9 9 11 10 9 10 ]
[11 9 12 12 13 10 13 0 11 9 6 14 13 10 13 11 10 12 10 8 13 11 12 14 15 8 13 8 8 11 10 9 9 11 10 13 9 11 8 11 ]
[11 10 11 11 14 11 11 9 0 9 10 10 11 12 13 10 13 10 12 10 9 10 13 13 15 9 11 9 12 11 10 12 11 14 12 13 9 13 10 11 ]
[13 12 11 12 15 14 14 11 11 0 9 13 14 10 15 11 13 13 13 12 14 14 12 15 15 8 13 11 11 9 13 12 11 13 12 15 13 9 10 11 ]
[13 13 13 15 16 13 13 14 10 11 0 14 15 9 15 11 12 12 16 11 14 13 14 17 15 10 14 12 10 13 12 12 13 16 13 17 11 10 13 14 ]
[11 7 12 12 14 10 12 6 10 7 6 0 10 12 12 12 14 9 11 8 10 10 11 10 16 7 11 8 9 11 11 10 11 13 11 12 6 11 9 9 ]
[8 9 7 9 9 9 8 7 9 6 5 10 0 8 11 10 10 12 10 10 9 8 10 12 9 9 11 9 10 8 9 10 8 10 10 11 10 8 8 9 ]
[10 8 9 10 14 10 10 10 8 10 11 8 12 0 10 12 13 10 13 10 14 9 11 13 11 8 9 9 13 11 10 12 13 11 12 14 10 13 9 10 ]
[8 8 6 9 10 7 8 7 7 5 5 8 9 10 0 10 9 10 12 7 10 10 7 12 9 5 11 6 9 8 9 8 8 10 9 9 7 10 5 6 ]
[10 8 8 10 11 11 11 9 10 9 9 8 10 8 10 0 9 8 9 10 12 10 8 12 9 7 7 10 10 10 9 9 9 10 9 11 10 8 9 10 ]
[8 7 8 8 10 7 9 10 7 7 8 6 10 7 11 11 0 8 11 8 10 9 8 11 11 6 8 7 9 9 11 8 9 10 9 10 10 9 5 5 ]
[9 7 9 9 12 10 10 8 10 7 8 11 8 10 10 12 12 0 8 11 10 11 11 11 11 10 10 9 9 10 12 11 12 12 10 10 9 8 9 10 ]
[6 6 5 8 14 9 9 10 8 7 4 9 10 7 8 11 9 12 0 9 11 8 8 11 11 9 7 7 8 7 9 7 7 11 6 8 6 9 8 7 ]
[11 9 11 11 14 12 12 12 10 8 9 12 10 10 13 10 12 9 11 0 12 11 12 14 14 6 13 8 11 10 12 10 10 14 11 15 10 12 11 12 ]
[7 7 8 9 11 8 9 7 11 6 6 10 11 6 10 8 10 10 9 8 0 5 9 10 11 6 8 7 8 8 7 11 8 8 8 9 8 9 9 8 ]
[7 8 9 12 13 10 9 9 10 6 7 10 12 11 10 10 11 9 12 9 15 0 10 11 12 8 11 9 9 9 9 9 11 12 10 12 9 9 8 9 ]
[7 9 10 9 14 10 12 8 7 8 6 9 10 9 13 12 12 9 12 8 11 10 0 12 13 7 10 10 9 11 13 9 13 11 10 11 9 11 9 7 ]
[6 8 8 9 11 8 10 6 7 5 3 10 8 7 8 8 9 9 9 6 10 9 8 0 10 6 7 7 6 6 9 6 8 9 8 9 7 8 7 7 ]
[6 5 7 7 10 7 10 5 5 5 5 4 11 9 11 11 9 9 9 6 9 8 7 10 0 5 7 7 11 5 8 8 8 6 7 10 7 6 4 5 ]
[13 11 10 12 15 13 13 12 11 12 10 13 11 12 15 13 14 10 11 14 14 12 13 14 15 0 13 13 13 11 11 12 11 13 13 13 14 12 10 12 ]
[9 8 9 13 15 11 12 7 9 7 6 9 9 11 9 13 12 10 13 7 12 9 10 13 13 7 0 8 11 9 12 10 10 10 11 11 10 11 11 11 ]
[11 10 9 12 14 10 11 12 11 9 8 12 11 11 14 10 13 11 13 12 13 11 10 13 13 7 12 0 12 11 12 10 8 14 12 13 11 11 10 12 ]
