nbGenes = 50;
preference = [[0 12 13 17 8 10 11 11 11 10 9 8 12 13 11 11 13 12 10 11 10 12 10 11 12 10 12 12 11 9 10 11 11 11 12 11 8 9 11 11 9 9 13 8 14 12 10 9 8 10 ]
[8 0 10 15 9 10 11 9 7 8 9 8 10 11 10 9 13 10 8 9 7 9 8 9 10 8 11 9 9 7 6 11 8 11 8 8 5 5 9 9 8 12 9 6 9 8 9 7 7 7 ]
[7 10 0 13 5 10 10 10 7 6 8 9 9 8 7 8 11 11 6 6 7 8 10 8 8 8 13 9 7 7 7 9 9 9 7 7 8 7 8 6 7 9 9 8 9 8 9 11 6 7 ]
[3 5 7 0 2 6 7 7 3 5 4 7 6 9 6 6 7 7 6 4 5 4 7 3 7 5 6 8 4 7 5 8 6 7 6 5 6 4 7 7 6 6 6 6 8 6 6 5 4 4 ]
[12 11 15 18 0 13 15 12 11 11 13 12 12 15 15 11 12 16 11 12 10 13 11 14 14 12 17 13 12 11 12 14 14 13 11 12 10 11 13 11 13 11 12 13 15 15 14 14 10 10 ]
[10 10 10 14 7 0 10 10 9 8 9 9 10 11 8 7 10 10 10 8 9 10 11 10 10 8 12 10 9 9 8 12 9 10 8 11 7 8 9 8 8 9 8 11 12 9 9 10 9 8 ]
[9 9 10 13 5 10 0 10 9 6 8 7 10 8 10 8 10 10 10 7 9 6 9 8 10 9 9 10 7 8 6 10 8 9 7 11 7 8 10 9 7 11 9 7 8 10 8 8 7 7 ]
[9 11 10 13 8 10 10 0 7 7 7 9 10 9 8 6 10 12 8 9 11 10 10 9 11 9 9 11 11 8 9 11 10 8 7 8 9 8 7 9 9 9 11 7 9 11 9 10 8 8 ]
[9 13 13 17 9 11 11 13 0 9 8 9 12 11 9 9 11 13 9 11 11 11 11 9 10 11 10 14 12 13 11 14 8 11 9 11 11 8 12 12 11 9 14 9 10 13 11 10 9 9 ]
[10 12 14 15 9 12 14 13 11 0 11 8 12 13 10 9 10 15 7 11 9 11 10 12 11 11 13 11 10 12 10 13 8 12 9 10 12 10 11 10 11 12 11 11 12 12 11 8 8 9 ]
[11 11 12 16 7 11 12 13 12 9 0 8 12 12 14 11 11 12 13 9 11 11 11 9 15 10 11 13 11 11 13 15 13 13 9 12 9 10 11 11 12 11 10 11 13 13 11 12 11 10 ]
