nbGenes = 30;
preference = [[0 7 7 11 6 8 13 6 9 8 10 10 7 8 6 10 9 9 5 11 7 8 4 10 5 12 10 5 8 8 ]
[8 0 8 10 3 5 12 8 7 8 8 7 7 8 8 10 8 10 6 11 4 9 2 8 6 9 9 4 7 9 ]
[8 7 0 7 5 4 12 6 9 7 10 8 7 9 5 7 7 7 2 11 6 6 3 5 6 9 7 5 8 7 ]
[4 5 8 0 3 6 11 6 8 5 9 7 7 7 5 7 5 5 6 11 6 8 2 5 5 8 6 4 6 7 ]
[9 12 10 12 0 10 12 10 10 10 13 9 8 11 9 12 10 10 8 12 13 10 9 10 9 13 11 5 11 11 ]
[7 10 11 9 5 0 15 10 11 9 13 9 9 9 8 12 10 8 7 12 9 10 4 7 8 11 10 6 8 12 ]
[2 3 3 4 3 0 0 5 4 0 4 4 1 3 2 6 3 3 2 5 3 4 0 2 3 4 4 1 3 4 ]
[9 7 9 9 5 5 10 0 9 8 9 8 9 9 7 9 8 8 4 9 7 8 4 6 5 9 8 5 8 7 ]
[6 8 6 7 5 4 11 6 0 5 9 6 5 7 5 7 6 8 4 8 7 6 2 5 4 5 8 3 6 8 ]
[7 7 8 10 5 6 15 7 10 0 10 8 7 7 4 8 8 8 3 11 6 8 2 5 8 9 11 5 7 9 ]
[5 7 5 6 2 2 11 6 6 5 0 5 3 5 4 7 6 6 3 10 4 6 0 5 5 8 6 4 5 8 ]
[5 8 7 8 6 6 11 7 9 7 10 0 6 8 8 11 9 8 6 10 7 7 4 6 6 9 9 5 8 11 ]
[8 8 8 8 7 6 14 6 10 8 12 9 0 9 7 10 9 8 4 11 8 9 4 6 6 9 9 3 8 9 ]
[7 7 6 8 4 6 12 6 8 8 10 7 6 0 5 8 8 9 5 9 8 5 4 5 5 7 9 5 7 7 ]
[9 7 10 10 6 7 13 8 10 11 11 7 8 10 0 11 11 8 2 12 8 7 5 7 7 11 10 4 10 8 ]
[5 5 8 8 3 3 9 6 8 7 8 4 5 7 4 0 5 6 5 9 5 7 4 3 2 8 6 4 6 5 ]
[6 7 8 10 5 5 12 7 9 7 9 6 6 7 4 10 0 7 5 9 7 7 4 7 5 9 8 4 7 7 ]
[6 5 8 10 5 7 12 7 7 7 9 7 7 6 7 9 8 0 7 10 6 7 4 7 5 8 9 6 8 8 ]
[10 9 13 9 7 8 13 11 11 12 12 9 11 10 13 10 10 8 0 13 8 10 6 8 7 12 11 9 11 11 ]
[4 4 4 4 3 3 10 6 7 4 5 5 4 6 3 6 6 5 2 0 5 7 1 4 5 8 5 3 3 6 ]
[8 11 9 9 2 6 12 8 8 9 11 8 7 7 7 10 8 9 7 10 0 8 6 6 4 10 9 4 7 8 ]
[7 6 9 7 5 5 11 7 9 7 9 8 6 10 8 8 8 8 5 8 7 0 5 4 6 11 8 4 6 9 ]
[11 13 12 13 6 11 15 11 13 13 15 11 11 11 10 11 11 11 9 14 9 10 0 10 9 14 12 7 9 12 ]
[5 7 10 10 5 8 13 9 10 10 10 9 9 10 8 12 8 8 7 11 9 11 5 0 6 11 9 5 8 8 ]
[10 9 9 10 6 7 12 10 11 7 10 9 9 10 8 13 10 10 8 10 11 9 6 9 0 11 11 6 9 11 ]
[3 6 6 7 2 4 11 6 10 6 7 6 6 8 4 7 6 7 3 7 5 4 1 4 4 0 7 5 5 7 ]
[5 6 8 9 4 5 11 7 7 4 9 6 6 6 5 9 7 6 4 10 6 7 3 6 4 8 0 3 8 7 ]
[10 11 10 11 10 9 14 10 12 10 11 10 12 10 11 11 11 9 6 12 11 11 8 10 9 10 12 0 10 10 ]
[7 8 7 9 4 7 12 7 9 8 10 7 7 8 5 9 8 7 4 12 8 9 6 7 6 10 7 5 0 8 ]
[7 6 8 8 4 3 11 8 7 6 7 4 6 8 7 10 8 7 4 9 7 6 3 7 4 8 8 5 7 0 ]
];
